start_time,longAccount,longShortRatio,shortAccount,time
1726729200000,52.69,1.11,47.31,1726729200
1726732800000,52.46,1.1,47.54,1726732800
1726736400000,52.46,1.1,47.54,1726736400
1726740000000,51.95,1.08,48.05,1726740000
1726743600000,51.95,1.08,48.05,1726743600
1726747200000,50.7,1.03,49.3,1726747200
1726750800000,50.7,1.03,49.3,1726750800
1726754400000,49.87,1.0,50.13,1726754400
1726758000000,49.3,0.97,50.7,1726758000
1726761600000,49.07,0.96,50.93,1726761600
1726765200000,48.98,0.96,51.02,1726765200
1726768800000,48.25,0.93,51.75,1726768800
1726772400000,48.25,0.93,51.75,1726772400
1726776000000,48.11,0.93,51.89,1726776000
1726779600000,48.11,0.93,51.89,1726779600
1726783200000,47.96,0.92,52.04,1726783200
1726786800000,47.96,0.92,52.04,1726786800
1726790400000,48.5,0.94,51.5,1726790400
1726794000000,48.5,0.94,51.5,1726794000
1726797600000,48.61,0.95,51.39,1726797600
1726801200000,48.61,0.95,51.39,1726801200
1726804800000,49.08,0.96,50.92,1726804800
1726808400000,49.08,0.96,50.92,1726808400
1726812000000,48.11,0.93,51.89,1726812000
1726815600000,48.11,0.93,51.89,1726815600
1726819200000,48.73,0.95,51.27,1726819200
1726822800000,48.73,0.95,51.27,1726822800
1726826400000,49.62,0.99,50.38,1726826400
1726830000000,49.62,0.99,50.38,1726830000
1726833600000,49.26,0.97,50.74,1726833600
1726837200000,49.26,0.97,50.74,1726837200
1726840800000,49.9,1.0,50.1,1726840800
1726844400000,49.9,1.0,50.1,1726844400
1726848000000,50.27,1.01,49.73,1726848000
1726851600000,50.27,1.01,49.73,1726851600
1726855200000,51.03,1.04,48.97,1726855200
1726858800000,51.03,1.04,48.97,1726858800
1726862400000,51.15,1.05,48.85,1726862400
1726866000000,51.15,1.05,48.85,1726866000
1726869600000,50.89,1.04,49.11,1726869600
1726873200000,50.89,1.04,49.11,1726873200
1726876800000,50.83,1.03,49.17,1726876800
1726880400000,50.83,1.03,49.17,1726880400
1726884000000,50.69,1.03,49.31,1726884000
1726887600000,50.69,1.03,49.31,1726887600
1726891200000,50.84,1.03,49.16,1726891200
1726894800000,50.84,1.03,49.16,1726894800
1726898400000,50.98,1.04,49.02,1726898400
1726902000000,50.98,1.04,49.02,1726902000
1726905600000,50.97,1.04,49.03,1726905600
1726909200000,50.97,1.04,49.03,1726909200
1726912800000,50.86,1.04,49.14,1726912800
1726916400000,50.86,1.04,49.14,1726916400
1726920000000,50.7,1.03,49.3,1726920000
1726923600000,50.7,1.03,49.3,1726923600
1726927200000,50.97,1.04,49.03,1726927200
1726930800000,50.97,1.04,49.03,1726930800
1726934400000,50.8,1.03,49.2,1726934400
1726938000000,50.8,1.03,49.2,1726938000
1726941600000,50.62,1.03,49.38,1726941600
1726945200000,50.62,1.03,49.38,1726945200
1726948800000,50.54,1.02,49.46,1726948800
1726952400000,50.54,1.02,49.46,1726952400
1726956000000,50.6,1.02,49.4,1726956000
1726959600000,50.6,1.02,49.4,1726959600
1726963200000,50.63,1.03,49.37,1726963200
1726966800000,50.63,1.03,49.37,1726966800
1726970400000,50.77,1.03,49.23,1726970400
1726974000000,50.77,1.03,49.23,1726974000
1726977600000,50.54,1.02,49.46,1726977600
1726981200000,50.54,1.02,49.46,1726981200
1726984800000,50.55,1.02,49.45,1726984800
1726988400000,50.55,1.02,49.45,1726988400
1726992000000,51.12,1.05,48.88,1726992000
1726995600000,51.12,1.05,48.88,1726995600
1726999200000,51.56,1.06,48.44,1726999200
1727002800000,51.56,1.06,48.44,1727002800
1727006400000,52.31,1.1,47.69,1727006400
1727010000000,52.31,1.1,47.69,1727010000
1727013600000,52.38,1.1,47.62,1727013600
1727017200000,52.38,1.1,47.62,1727017200
1727020800000,52.45,1.1,47.55,1727020800
1727024400000,52.45,1.1,47.55,1727024400
1727028000000,51.9,1.08,48.1,1727028000
1727031600000,51.9,1.08,48.1,1727031600
1727035200000,51.74,1.07,48.26,1727035200
1727038800000,51.74,1.07,48.26,1727038800
1727042400000,51.57,1.07,48.43,1727042400
1727046000000,51.57,1.07,48.43,1727046000
1727049600000,49.9,1.0,50.1,1727049600
1727053200000,49.9,1.0,50.1,1727053200
1727056800000,49.79,0.99,50.21,1727056800
1727060400000,49.79,0.99,50.21,1727060400
1727064000000,47.78,0.92,52.22,1727064000
1727067600000,47.78,0.92,52.22,1727067600
1727071200000,49.52,0.98,50.48,1727071200
1727074800000,49.52,0.98,50.48,1727074800
1727078400000,50.22,1.01,49.78,1727078400
1727082000000,50.22,1.01,49.78,1727082000
1727085600000,50.72,1.03,49.28,1727085600
1727089200000,50.72,1.03,49.28,1727089200
1727092800000,50.8,1.03,49.2,1727092800
1727096400000,50.8,1.03,49.2,1727096400
1727100000000,51.75,1.07,48.25,1727100000
1727103600000,51.75,1.07,48.25,1727103600
1727107200000,51.58,1.07,48.42,1727107200
1727110800000,51.58,1.07,48.42,1727110800
1727114400000,52.97,1.13,47.03,1727114400
1727118000000,52.66,1.11,47.34,1727118000
1727121600000,52.66,1.11,47.34,1727121600
1727125200000,52.71,1.12,47.29,1727125200
1727128800000,52.71,1.12,47.29,1727128800
1727132400000,52.92,1.12,47.08,1727132400
1727136000000,52.92,1.12,47.08,1727136000
1727139600000,52.94,1.13,47.06,1727139600
1727143200000,52.93,1.12,47.07,1727143200
1727146800000,52.93,1.12,47.07,1727146800
1727150400000,52.79,1.12,47.21,1727150400
1727154000000,52.79,1.12,47.21,1727154000
1727157600000,52.6,1.11,47.4,1727157600
1727161200000,52.6,1.11,47.4,1727161200
1727164800000,51.72,1.07,48.28,1727164800
1727168400000,51.72,1.07,48.28,1727168400
1727172000000,49.94,1.0,50.06,1727172000
1727175600000,49.94,1.0,50.06,1727175600
1727179200000,50.32,1.01,49.68,1727179200
1727182800000,50.32,1.01,49.68,1727182800
1727186400000,50.49,1.02,49.51,1727186400
1727190000000,50.49,1.02,49.51,1727190000
1727193600000,52.76,1.12,47.24,1727193600
1727197200000,52.54,1.11,47.46,1727197200
1727200800000,52.54,1.11,47.46,1727200800
1727204400000,49.94,1.0,50.06,1727204400
1727208000000,49.94,1.0,50.06,1727208000
1727211600000,47.92,0.92,52.08,1727211600
1727215200000,47.92,0.92,52.08,1727215200
1727218800000,47.13,0.89,52.87,1727218800
1727222400000,47.13,0.89,52.87,1727222400
1727226000000,47.59,0.91,52.41,1727226000
1727229600000,47.59,0.91,52.41,1727229600
1727233200000,47.88,0.92,52.12,1727233200
1727236800000,47.88,0.92,52.12,1727236800
1727240400000,47.73,0.91,52.27,1727240400
1727244000000,47.73,0.91,52.27,1727244000
1727247600000,48.81,0.95,51.19,1727247600
1727251200000,50.12,1.01,49.88,1727251200
1727254800000,50.47,1.02,49.53,1727254800
1727258400000,50.47,1.02,49.53,1727258400
1727262000000,51.84,1.08,48.16,1727262000
1727265600000,51.84,1.08,48.16,1727265600
1727269200000,52.38,1.1,47.62,1727269200
1727272800000,52.38,1.1,47.62,1727272800
1727276400000,53.12,1.13,46.88,1727276400
1727280000000,53.12,1.13,46.88,1727280000
1727283600000,53.8,1.17,46.2,1727283600
1727287200000,53.8,1.17,46.2,1727287200
1727290800000,55.61,1.25,44.39,1727290800
1727294400000,55.59,1.25,44.41,1727294400
1727298000000,55.59,1.25,44.41,1727298000
1727301600000,55.44,1.24,44.56,1727301600
1727305200000,55.44,1.24,44.56,1727305200
1727308800000,55.71,1.26,44.29,1727308800
1727312400000,55.69,1.26,44.31,1727312400
1727316000000,55.69,1.26,44.31,1727316000
1727319600000,54.3,1.19,45.7,1727319600
1727323200000,53.45,1.15,46.55,1727323200
1727326800000,52.82,1.12,47.18,1727326800
1727330400000,52.82,1.12,47.18,1727330400
1727334000000,52.45,1.1,47.55,1727334000
1727337600000,52.45,1.1,47.55,1727337600
1727341200000,50.93,1.04,49.07,1727341200
1727344800000,50.93,1.04,49.07,1727344800
1727348400000,48.28,0.93,51.72,1727348400
1727352000000,48.28,0.93,51.72,1727352000
1727355600000,46.39,0.87,53.61,1727355600
1727359200000,46.39,0.87,53.61,1727359200
1727362800000,44.36,0.8,55.64,1727362800
1727366400000,44.36,0.8,55.64,1727366400
1727370000000,42.52,0.74,57.48,1727370000
1727373600000,42.52,0.74,57.48,1727373600
1727377200000,43.1,0.76,56.9,1727377200
1727380800000,43.1,0.76,56.9,1727380800
1727384400000,44.12,0.79,55.88,1727384400
1727388000000,44.12,0.79,55.88,1727388000
1727391600000,44.5,0.8,55.5,1727391600
1727395200000,44.5,0.8,55.5,1727395200
1727398800000,44.68,0.81,55.32,1727398800
1727402400000,44.68,0.81,55.32,1727402400
1727406000000,45.92,0.85,54.08,1727406000
1727409600000,45.92,0.85,54.08,1727409600
1727413200000,45.57,0.84,54.43,1727413200
1727416800000,45.57,0.84,54.43,1727416800
1727420400000,45.76,0.84,54.24,1727420400
1727424000000,45.76,0.84,54.24,1727424000
1727427600000,44.91,0.82,55.09,1727427600
1727431200000,44.47,0.8,55.53,1727431200
1727434800000,44.47,0.8,55.53,1727434800
1727438400000,44.33,0.8,55.67,1727438400
1727442000000,44.33,0.8,55.67,1727442000
1727445600000,45.13,0.82,54.87,1727445600
1727449200000,45.13,0.82,54.87,1727449200
1727452800000,43.38,0.77,56.62,1727452800
1727456400000,44.19,0.79,55.81,1727456400
1727460000000,45.2,0.83,54.8,1727460000
1727463600000,45.2,0.83,54.8,1727463600
1727467200000,45.88,0.85,54.12,1727467200
1727470800000,45.88,0.85,54.12,1727470800
1727474400000,46.03,0.85,53.97,1727474400
1727478000000,46.03,0.85,53.97,1727478000
1727481600000,46.12,0.86,53.88,1727481600
1727485200000,46.12,0.86,53.88,1727485200
1727488800000,46.78,0.88,53.22,1727488800
1727492400000,46.78,0.88,53.22,1727492400
1727496000000,46.71,0.88,53.29,1727496000
1727499600000,46.71,0.88,53.29,1727499600
1727503200000,46.65,0.87,53.35,1727503200
1727506800000,46.65,0.87,53.35,1727506800
1727510400000,46.82,0.88,53.18,1727510400
1727514000000,47.05,0.89,52.95,1727514000
1727517600000,47.05,0.89,52.95,1727517600
1727521200000,47.95,0.92,52.05,1727521200
1727524800000,47.89,0.92,52.11,1727524800
1727528400000,47.89,0.92,52.11,1727528400
1727532000000,48.66,0.95,51.34,1727532000
1727535600000,48.26,0.93,51.74,1727535600
1727539200000,48.04,0.93,51.96,1727539200
1727542800000,48.13,0.93,51.87,1727542800
1727546400000,48.13,0.93,51.87,1727546400
1727550000000,48.0,0.92,52.0,1727550000
1727553600000,48.0,0.92,52.0,1727553600
1727557200000,48.08,0.93,51.92,1727557200
1727560800000,48.08,0.93,51.92,1727560800
1727564400000,48.27,0.93,51.73,1727564400
1727568000000,48.27,0.93,51.73,1727568000
1727571600000,48.04,0.93,51.96,1727571600
1727575200000,48.04,0.93,51.96,1727575200
1727578800000,47.78,0.92,52.22,1727578800
1727582400000,47.78,0.92,52.22,1727582400
1727586000000,48.1,0.93,51.9,1727586000
1727589600000,48.1,0.93,51.9,1727589600
1727593200000,48.76,0.95,51.24,1727593200
1727596800000,48.76,0.95,51.24,1727596800
1727600400000,49.26,0.97,50.74,1727600400
1727604000000,49.26,0.97,50.74,1727604000
1727607600000,49.13,0.97,50.87,1727607600
1727611200000,49.13,0.97,50.87,1727611200
1727614800000,48.76,0.95,51.24,1727614800
1727618400000,48.76,0.95,51.24,1727618400
1727622000000,48.49,0.94,51.51,1727622000
1727625600000,48.49,0.94,51.51,1727625600
1727629200000,48.65,0.95,51.35,1727629200
1727632800000,48.65,0.95,51.35,1727632800
1727636400000,48.55,0.94,51.45,1727636400
1727640000000,48.55,0.94,51.45,1727640000
1727643600000,48.47,0.94,51.53,1727643600
1727647200000,48.47,0.94,51.53,1727647200
1727650800000,48.74,0.95,51.26,1727650800
1727654400000,48.74,0.95,51.26,1727654400
1727658000000,48.96,0.96,51.04,1727658000
1727661600000,48.96,0.96,51.04,1727661600
1727665200000,51.41,1.06,48.59,1727665200
1727668800000,51.41,1.06,48.59,1727668800
1727672400000,53.36,1.14,46.64,1727672400
1727676000000,53.91,1.17,46.09,1727676000
1727679600000,53.91,1.17,46.09,1727679600
1727683200000,54.15,1.18,45.85,1727683200
1727686800000,54.15,1.18,45.85,1727686800
1727690400000,55.52,1.25,44.48,1727690400
1727694000000,57.23,1.34,42.77,1727694000
1727697600000,57.23,1.34,42.77,1727697600
1727701200000,57.19,1.34,42.81,1727701200
1727704800000,57.19,1.34,42.81,1727704800
1727708400000,56.76,1.31,43.24,1727708400
1727712000000,56.76,1.31,43.24,1727712000
1727715600000,57.25,1.34,42.75,1727715600
1727719200000,57.25,1.34,42.75,1727719200
1727722800000,58.51,1.41,41.49,1727722800
1727726400000,58.51,1.41,41.49,1727726400
1727730000000,58.27,1.4,41.73,1727730000
1727733600000,58.27,1.4,41.73,1727733600
1727737200000,58.08,1.39,41.92,1727737200
1727740800000,58.66,1.42,41.34,1727740800
1727744400000,58.66,1.42,41.34,1727744400
1727748000000,58.82,1.43,41.18,1727748000
1727751600000,58.82,1.43,41.18,1727751600
1727755200000,57.15,1.33,42.85,1727755200
1727758800000,56.91,1.32,43.09,1727758800
1727762400000,56.91,1.32,43.09,1727762400
1727766000000,56.65,1.31,43.35,1727766000
1727769600000,56.65,1.31,43.35,1727769600
1727773200000,55.56,1.25,44.44,1727773200
1727776800000,55.56,1.25,44.44,1727776800
1727780400000,55.57,1.25,44.43,1727780400
1727784000000,55.57,1.25,44.43,1727784000
1727787600000,55.23,1.23,44.77,1727787600
1727791200000,55.23,1.23,44.77,1727791200
1727794800000,58.99,1.44,41.01,1727794800
1727798400000,58.99,1.44,41.01,1727798400
1727802000000,59.3,1.46,40.7,1727802000
1727805600000,59.86,1.49,40.14,1727805600
1727809200000,59.86,1.49,40.14,1727809200
1727812800000,59.68,1.48,40.32,1727812800
1727816400000,59.68,1.48,40.32,1727816400
1727820000000,62.85,1.69,37.15,1727820000
1727823600000,62.85,1.69,37.15,1727823600
1727827200000,63.33,1.73,36.67,1727827200
1727830800000,63.33,1.73,36.67,1727830800
1727834400000,63.71,1.76,36.29,1727834400
1727838000000,63.71,1.76,36.29,1727838000
1727841600000,60.59,1.54,39.41,1727841600
1727845200000,60.59,1.54,39.41,1727845200
1727848800000,59.92,1.5,40.08,1727848800
1727852400000,59.92,1.5,40.08,1727852400
1727856000000,60.11,1.51,39.89,1727856000
1727859600000,60.11,1.51,39.89,1727859600
1727863200000,59.61,1.48,40.39,1727863200
1727866800000,59.56,1.47,40.44,1727866800
1727870400000,59.56,1.47,40.44,1727870400
1727874000000,60.36,1.52,39.64,1727874000
1727877600000,60.36,1.52,39.64,1727877600
1727881200000,60.67,1.54,39.33,1727881200
1727884800000,60.67,1.54,39.33,1727884800
1727888400000,58.32,1.4,41.68,1727888400
1727892000000,58.32,1.4,41.68,1727892000
1727895600000,60.08,1.51,39.92,1727895600
1727899200000,60.08,1.51,39.92,1727899200
1727902800000,62.14,1.64,37.86,1727902800
1727906400000,62.14,1.64,37.86,1727906400
1727910000000,62.36,1.66,37.64,1727910000
1727913600000,62.36,1.66,37.64,1727913600
1727917200000,62.64,1.68,37.36,1727917200
1727920800000,62.64,1.68,37.36,1727920800
1727924400000,62.68,1.68,37.32,1727924400
1727928000000,62.68,1.68,37.32,1727928000
1727931600000,61.99,1.63,38.01,1727931600
1727935200000,61.99,1.63,38.01,1727935200
1727938800000,61.37,1.59,38.63,1727938800
1727942400000,61.15,1.57,38.85,1727942400
1727946000000,61.15,1.57,38.85,1727946000
1727949600000,63.04,1.71,36.96,1727949600
1727953200000,63.04,1.71,36.96,1727953200
1727956800000,61.6,1.6,38.4,1727956800
1727960400000,61.6,1.6,38.4,1727960400
1727964000000,63.65,1.75,36.35,1727964000
1727967600000,63.59,1.75,36.41,1727967600
1727971200000,63.59,1.75,36.41,1727971200
1727974800000,63.4,1.73,36.6,1727974800
1727978400000,63.4,1.73,36.6,1727978400
1727982000000,61.74,1.61,38.26,1727982000
1727985600000,61.69,1.61,38.31,1727985600
1727989200000,61.6,1.6,38.4,1727989200
1727992800000,61.72,1.61,38.28,1727992800
1727996400000,61.79,1.62,38.21,1727996400
1728000000000,61.68,1.61,38.32,1728000000
1728003600000,61.72,1.61,38.28,1728003600
1728007200000,61.82,1.62,38.18,1728007200
1728010800000,62.02,1.63,37.98,1728010800
1728014400000,61.98,1.63,38.02,1728014400
1728018000000,61.98,1.63,38.02,1728018000
1728021600000,61.83,1.62,38.17,1728021600
1728025200000,61.81,1.62,38.19,1728025200
1728028800000,61.81,1.62,38.19,1728028800
1728032400000,61.1,1.57,38.9,1728032400
1728036000000,61.1,1.57,38.9,1728036000
1728039600000,61.34,1.59,38.66,1728039600
1728043200000,61.35,1.59,38.65,1728043200
1728046800000,60.57,1.54,39.43,1728046800
1728050400000,60.79,1.55,39.21,1728050400
1728054000000,62.13,1.64,37.87,1728054000
1728057600000,62.13,1.64,37.87,1728057600
1728061200000,58.71,1.42,41.29,1728061200
1728064800000,58.45,1.41,41.55,1728064800
1728068400000,58.11,1.39,41.89,1728068400
1728072000000,57.45,1.35,42.55,1728072000
1728075600000,57.35,1.35,42.65,1728075600
1728079200000,56.82,1.32,43.18,1728079200
1728082800000,56.82,1.32,43.18,1728082800
1728086400000,56.78,1.31,43.22,1728086400
1728090000000,56.95,1.32,43.05,1728090000
1728093600000,56.95,1.32,43.05,1728093600
1728097200000,56.95,1.32,43.05,1728097200
1728100800000,58.63,1.42,41.37,1728100800
1728104400000,58.63,1.42,41.37,1728104400
1728108000000,59.17,1.45,40.83,1728108000
1728111600000,59.18,1.45,40.82,1728111600
1728115200000,58.77,1.43,41.23,1728115200
1728118800000,58.82,1.43,41.18,1728118800
1728122400000,58.82,1.43,41.18,1728122400
1728126000000,58.67,1.42,41.33,1728126000
1728129600000,58.67,1.42,41.33,1728129600
1728133200000,58.46,1.41,41.54,1728133200
1728136800000,58.08,1.39,41.92,1728136800
1728140400000,58.02,1.38,41.98,1728140400
1728144000000,57.93,1.38,42.07,1728144000
1728147600000,57.93,1.38,42.07,1728147600
1728151200000,57.98,1.38,42.02,1728151200
1728154800000,57.98,1.38,42.02,1728154800
1728158400000,58.17,1.39,41.83,1728158400
1728162000000,58.11,1.39,41.89,1728162000
1728165600000,58.53,1.41,41.47,1728165600
1728169200000,58.79,1.43,41.21,1728169200
1728172800000,58.88,1.43,41.12,1728172800
1728176400000,59.32,1.46,40.68,1728176400
1728180000000,59.54,1.47,40.46,1728180000
1728183600000,59.4,1.46,40.6,1728183600
1728187200000,59.33,1.46,40.67,1728187200
1728190800000,59.27,1.46,40.73,1728190800
1728194400000,59.36,1.46,40.64,1728194400
1728198000000,59.45,1.47,40.55,1728198000
1728201600000,59.36,1.46,40.64,1728201600
1728205200000,59.36,1.46,40.64,1728205200
1728208800000,59.55,1.47,40.45,1728208800
1728212400000,59.55,1.47,40.45,1728212400
1728216000000,59.32,1.46,40.68,1728216000
1728219600000,59.32,1.46,40.68,1728219600
1728223200000,58.66,1.42,41.34,1728223200
1728226800000,58.14,1.39,41.86,1728226800
1728230400000,58.01,1.38,41.99,1728230400
1728234000000,58.01,1.38,41.99,1728234000
1728237600000,57.12,1.33,42.88,1728237600
1728241200000,57.05,1.33,42.95,1728241200
1728244800000,56.93,1.32,43.07,1728244800
1728248400000,56.94,1.32,43.06,1728248400
1728252000000,57.04,1.33,42.96,1728252000
1728255600000,57.04,1.33,42.96,1728255600
1728259200000,57.0,1.33,43.0,1728259200
1728262800000,57.0,1.33,43.0,1728262800
1728266400000,55.22,1.23,44.78,1728266400
1728270000000,55.22,1.23,44.78,1728270000
1728273600000,55.59,1.25,44.41,1728273600
1728277200000,55.59,1.25,44.41,1728277200
1728280800000,56.16,1.28,43.84,1728280800
1728284400000,56.42,1.3,43.58,1728284400
1728288000000,56.18,1.28,43.82,1728288000
1728291600000,56.19,1.28,43.81,1728291600
1728295200000,56.19,1.28,43.81,1728295200
1728298800000,57.7,1.36,42.3,1728298800
1728302400000,59.27,1.46,40.73,1728302400
1728306000000,59.27,1.46,40.73,1728306000
1728309600000,58.51,1.41,41.49,1728309600
1728313200000,54.36,1.19,45.64,1728313200
1728316800000,54.36,1.19,45.64,1728316800
1728320400000,56.75,1.31,43.25,1728320400
1728324000000,56.82,1.32,43.18,1728324000
1728327600000,58.31,1.4,41.69,1728327600
1728331200000,58.31,1.4,41.69,1728331200
1728334800000,57.95,1.38,42.05,1728334800
1728338400000,58.11,1.39,41.89,1728338400
1728342000000,59.09,1.44,40.91,1728342000
1728345600000,59.09,1.44,40.91,1728345600
1728349200000,59.58,1.47,40.42,1728349200
1728352800000,58.4,1.4,41.6,1728352800
1728356400000,58.4,1.4,41.6,1728356400
1728360000000,58.14,1.39,41.86,1728360000
1728363600000,58.03,1.38,41.97,1728363600
1728367200000,57.74,1.37,42.26,1728367200
1728370800000,58.31,1.4,41.69,1728370800
1728374400000,58.75,1.42,41.25,1728374400
1728378000000,58.9,1.43,41.1,1728378000
1728381600000,58.97,1.44,41.03,1728381600
1728385200000,58.97,1.44,41.03,1728385200
1728388800000,59.09,1.44,40.91,1728388800
1728392400000,59.09,1.44,40.91,1728392400
1728396000000,58.53,1.41,41.47,1728396000
1728399600000,58.53,1.41,41.47,1728399600
1728403200000,59.53,1.47,40.47,1728403200
1728406800000,59.56,1.47,40.44,1728406800
1728410400000,59.6,1.48,40.4,1728410400
1728414000000,59.6,1.48,40.4,1728414000
1728417600000,59.85,1.49,40.15,1728417600
1728421200000,59.85,1.49,40.15,1728421200
1728424800000,60.02,1.5,39.98,1728424800
1728428400000,60.02,1.5,39.98,1728428400
1728432000000,60.39,1.53,39.61,1728432000
1728435600000,60.39,1.53,39.61,1728435600
1728439200000,59.51,1.47,40.49,1728439200
1728442800000,59.38,1.46,40.62,1728442800
1728446400000,59.54,1.47,40.46,1728446400
1728450000000,59.4,1.46,40.6,1728450000
1728453600000,59.83,1.49,40.17,1728453600
1728457200000,59.72,1.48,40.28,1728457200
1728460800000,60.1,1.51,39.9,1728460800
1728464400000,60.3,1.52,39.7,1728464400
1728468000000,60.65,1.54,39.35,1728468000
1728471600000,60.78,1.55,39.22,1728471600
1728475200000,60.87,1.56,39.13,1728475200
1728478800000,61.18,1.58,38.82,1728478800
1728482400000,61.26,1.58,38.74,1728482400
1728486000000,61.7,1.61,38.3,1728486000
1728489600000,60.98,1.56,39.02,1728489600
1728493200000,62.19,1.65,37.81,1728493200
1728496800000,62.46,1.66,37.54,1728496800
1728500400000,62.84,1.69,37.16,1728500400
1728504000000,63.76,1.76,36.24,1728504000
1728507600000,64.59,1.82,35.41,1728507600
1728511200000,64.91,1.85,35.09,1728511200
1728514800000,65.05,1.86,34.95,1728514800
1728518400000,65.38,1.89,34.62,1728518400
1728522000000,65.82,1.93,34.18,1728522000
1728525600000,66.21,1.96,33.79,1728525600
1728529200000,64.72,1.83,35.28,1728529200
1728532800000,64.54,1.82,35.46,1728532800
1728536400000,64.31,1.8,35.69,1728536400
1728540000000,64.48,1.82,35.52,1728540000
1728543600000,64.24,1.8,35.76,1728543600
1728547200000,63.95,1.77,36.05,1728547200
1728550800000,63.83,1.77,36.17,1728550800
1728554400000,63.53,1.74,36.47,1728554400
1728558000000,63.53,1.74,36.47,1728558000
1728561600000,63.33,1.73,36.67,1728561600
1728565200000,63.31,1.73,36.69,1728565200
1728568800000,63.24,1.72,36.76,1728568800
1728572400000,64.01,1.78,35.99,1728572400
1728576000000,64.01,1.78,35.99,1728576000
1728579600000,64.81,1.84,35.19,1728579600
1728583200000,66.5,1.99,33.5,1728583200
1728586800000,66.5,1.99,33.5,1728586800
1728590400000,68.57,2.18,31.43,1728590400
1728594000000,68.03,2.13,31.97,1728594000
1728597600000,67.85,2.11,32.15,1728597600
1728601200000,67.58,2.09,32.42,1728601200
1728604800000,67.36,2.06,32.64,1728604800
1728608400000,66.98,2.03,33.02,1728608400
1728612000000,66.76,2.01,33.24,1728612000
1728615600000,66.76,2.01,33.24,1728615600
1728619200000,66.47,1.98,33.53,1728619200
1728622800000,65.73,1.92,34.27,1728622800
1728626400000,65.47,1.9,34.53,1728626400
1728630000000,65.19,1.87,34.81,1728630000
1728633600000,64.96,1.85,35.04,1728633600
1728637200000,64.73,1.84,35.27,1728637200
1728640800000,64.33,1.8,35.67,1728640800
1728644400000,63.42,1.73,36.58,1728644400
1728648000000,63.08,1.71,36.92,1728648000
1728651600000,62.33,1.66,37.67,1728651600
1728655200000,60.9,1.56,39.1,1728655200
1728658800000,59.65,1.48,40.35,1728658800
1728662400000,59.65,1.48,40.35,1728662400
1728666000000,56.74,1.31,43.26,1728666000
1728669600000,55.32,1.24,44.68,1728669600
1728673200000,55.32,1.24,44.68,1728673200
1728676800000,53.62,1.16,46.38,1728676800
1728680400000,53.29,1.14,46.71,1728680400
1728684000000,52.78,1.12,47.22,1728684000
1728687600000,52.9,1.12,47.1,1728687600
1728691200000,53.08,1.13,46.92,1728691200
1728694800000,53.62,1.16,46.38,1728694800
1728698400000,53.67,1.16,46.33,1728698400
1728702000000,54.62,1.2,45.38,1728702000
1728705600000,54.9,1.22,45.1,1728705600
1728709200000,54.9,1.22,45.1,1728709200
1728712800000,55.38,1.24,44.62,1728712800
1728716400000,55.41,1.24,44.59,1728716400
1728720000000,55.62,1.25,44.38,1728720000
1728723600000,55.69,1.26,44.31,1728723600
1728727200000,55.69,1.26,44.31,1728727200
1728730800000,55.79,1.26,44.21,1728730800
1728734400000,55.14,1.23,44.86,1728734400
1728738000000,55.19,1.23,44.81,1728738000
1728741600000,55.01,1.22,44.99,1728741600
1728745200000,54.57,1.2,45.43,1728745200
1728748800000,54.57,1.2,45.43,1728748800
1728752400000,54.19,1.18,45.81,1728752400
1728756000000,54.19,1.18,45.81,1728756000
1728759600000,53.69,1.16,46.31,1728759600
1728763200000,53.69,1.16,46.31,1728763200
1728766800000,53.55,1.15,46.45,1728766800
1728770400000,53.62,1.16,46.38,1728770400
1728774000000,53.57,1.15,46.43,1728774000
1728777600000,53.41,1.15,46.59,1728777600
1728781200000,53.41,1.15,46.59,1728781200
1728784800000,54.48,1.2,45.52,1728784800
1728788400000,55.3,1.24,44.7,1728788400
1728792000000,55.3,1.24,44.7,1728792000
1728795600000,55.74,1.26,44.26,1728795600
1728799200000,55.74,1.26,44.26,1728799200
1728802800000,56.08,1.28,43.92,1728802800
1728806400000,56.08,1.28,43.92,1728806400
1728810000000,56.13,1.28,43.87,1728810000
1728813600000,56.13,1.28,43.87,1728813600
1728817200000,56.6,1.3,43.4,1728817200
1728820800000,56.6,1.3,43.4,1728820800
1728824400000,56.89,1.32,43.11,1728824400
1728828000000,56.75,1.31,43.25,1728828000
1728831600000,57.39,1.35,42.61,1728831600
1728835200000,58.65,1.42,41.35,1728835200
1728838800000,58.48,1.41,41.52,1728838800
1728842400000,58.42,1.41,41.58,1728842400
1728846000000,58.42,1.41,41.58,1728846000
1728849600000,58.48,1.41,41.52,1728849600
1728853200000,58.2,1.39,41.8,1728853200
1728856800000,58.29,1.4,41.71,1728856800
1728860400000,58.23,1.39,41.77,1728860400
1728864000000,58.23,1.39,41.77,1728864000
1728867600000,57.06,1.33,42.94,1728867600
1728871200000,57.06,1.33,42.94,1728871200
1728874800000,57.38,1.35,42.62,1728874800
1728878400000,53.07,1.13,46.93,1728878400
1728882000000,53.07,1.13,46.93,1728882000
1728885600000,51.41,1.06,48.59,1728885600
1728889200000,51.43,1.06,48.57,1728889200
1728892800000,50.48,1.02,49.52,1728892800
1728896400000,49.38,0.98,50.62,1728896400
1728900000000,48.8,0.95,51.2,1728900000
1728903600000,48.25,0.93,51.75,1728903600
1728907200000,48.25,0.93,51.75,1728907200
1728910800000,47.16,0.89,52.84,1728910800
