start_time,datetime,flow_mean,flow_total,transactions_count_flow
1704985200000,2024-01-11 15:00:00,0.35041376,20.67441203,59
1704988800000,2024-01-11 16:00:00,0.00265079,0.15374557,58
1704992400000,2024-01-11 17:00:00,0.02046904,0.24562845,12
1704996000000,2024-01-11 18:00:00,0.00425969,0.04685657,11
1704999600000,2024-01-11 19:00:00,0.00215928,0.00431856,2
1705003200000,2024-01-11 20:00:00,0.03038032,0.12152129,4
1705006800000,2024-01-11 21:00:00,0.03107181,0.4350053,14
1705010400000,2024-01-11 22:00:00,0.00109998,0.00329995,3
1705014000000,2024-01-11 23:00:00,0.00216366,0.03678219,17
1705017600000,2024-01-12 00:00:00,0.00446371,0.20086681,45
1705021200000,2024-01-12 01:00:00,0.00409068,0.10635776,26
1705024800000,2024-01-12 02:00:00,0.12773681,8.43062931,66
1705028400000,2024-01-12 03:00:00,0.23024474,20.26153718,88
1705032000000,2024-01-12 04:00:00,0.00119498,0.01194981,10
1705035600000,2024-01-12 05:00:00,0.12634254,20.34114851,161
1705039200000,2024-01-12 06:00:00,0.18207092,20.3919426,112
1705042800000,2024-01-12 07:00:00,0.96604341,20.28691165,21
1705046400000,2024-01-12 08:00:00,0.04961518,1.93499187,39
1705050000000,2024-01-12 09:00:00,0.70072457,21.02173719,30
1705053600000,2024-01-12 10:00:00,0.64086043,20.50753377,32
1705057200000,2024-01-12 11:00:00,0.01799338,0.71973528,40
1705060800000,2024-01-12 12:00:00,0.00730107,0.10951607,15
1705064400000,2024-01-12 13:00:00,0.0103997,0.1871946,18
1705068000000,2024-01-12 14:00:00,0.01077005,0.05385026,5
1705071600000,2024-01-12 15:00:00,0.01349854,0.20247816,15
1705075200000,2024-01-12 16:00:00,0.35105561,21.76544782,62
1705078800000,2024-01-12 17:00:00,0.01574168,0.34631696,22
1705082400000,2024-01-12 18:00:00,0.00400318,0.12009532,30
1705086000000,2024-01-12 19:00:00,0.00966327,0.81171494,84
