start_time,longShortRatio,time,c,h,l,o,t,longAccount,shortAccount,buy,sell
1731430800000,0.94,1731430800,0.017171,0.027247,0.017171,0.027247,1731430800,46.3,53.7,9200.966,10316.613
1731434400000,1.25,1731434400,0.011477,0.017171,0.011477,0.017171,1731434400,46.27,53.73,12210.418,9979.639
1731438000000,1.0,1731438000,0.01,0.011477,0.01,0.011477,1731438000,46.31,53.69,14457.833,13565.237
1731441600000,1.14,1731441600,0.01,0.01,0.01,0.01,1731441600,44.28,55.72,8498.233,8587.822
1731445200000,0.77,1731445200,0.01,0.01,0.01,0.01,1731445200,43.63,56.37,9135.169,10506.348
1731448800000,1.14,1731448800,0.01,0.01,0.01,0.01,1731448800,43.03,56.97,6644.888,6045.026
1731452400000,0.78,1731452400,0.01,0.01,0.01,0.01,1731452400,43.85,56.15,5920.782,7188.632
1731456000000,0.98,1731456000,0.01,0.01,0.01,0.01,1731456000,43.3,56.7,5048.554,5141.003
1731459600000,1.0,1731459600,0.01,0.01,0.01,0.01,1731459600,43.03,56.97,6630.837,6730.235
1731463200000,0.81,1731463200,0.01,0.01,0.01,0.01,1731463200,42.91,57.09,6667.714,7999.812
1731466800000,0.91,1731466800,0.01,0.01,0.01,0.01,1731466800,42.87,57.13,6065.166,6338.051
1731470400000,0.87,1731470400,0.010974,0.010974,0.01,0.01,1731470400,42.86,57.14,9503.127,10654.22
1731474000000,0.83,1731474000,0.011663,0.011852,0.010974,0.010974,1731474000,43.23,56.77,4791.346,5705.876
1731477600000,1.08,1731477600,0.013997,0.014005,0.011663,0.011663,1731477600,43.21,56.79,5145.726,4805.809
1731481200000,1.18,1731481200,0.013189,0.01438,0.013189,0.013997,1731481200,43.9,56.1,6249.754,5691.903
1731484800000,0.94,1731484800,0.012739,0.013189,0.01249,0.013189,1731484800,44.13,55.87,4293.286,4599.646
1731488400000,1.05,1731488400,0.013091,0.013398,0.012705,0.012739,1731488400,44.37,55.63,3461.542,3274.994
1731492000000,1.04,1731492000,0.011986,0.013091,0.011852,0.013091,1731492000,44.32,55.68,2860.293,2710.057
1731495600000,1.15,1731495600,0.011701,0.012311,0.011701,0.011986,1731495600,44.39,55.61,5916.497,5285.757
1731499200000,0.91,1731499200,0.011052,0.011701,0.011051,0.011701,1731499200,45.47,54.53,3356.349,3797.649
1731502800000,1.13,1731502800,0.011563,0.011563,0.01,0.011052,1731502800,45.51,54.49,19088.893,16968.911
1731506400000,1.17,1731506400,0.018283,0.018283,0.011563,0.011563,1731506400,43.38,56.62,40396.715,35454.829
1731510000000,1.06,1731510000,0.021751,0.021751,0.018121,0.018283,1731510000,44.22,55.78,30429.341,29684.979
1731513600000,0.97,1731513600,0.025871,0.026104,0.021751,0.021751,1731513600,43.91,56.09,26829.427,26440.594
1731517200000,0.93,1731517200,0.026265,0.026685,0.025849,0.025871,1731517200,44.13,55.87,9441.891,10317.263
1731520800000,1.01,1731520800,0.022326,0.026265,0.022326,0.026265,1731520800,43.89,56.11,8491.273,8683.042
1731524400000,0.85,1731524400,0.016274,0.022326,0.016274,0.022326,1731524400,43.89,56.11,25994.294,28415.476
1731528000000,0.89,1731528000,0.010005,0.016274,0.010005,0.016274,1731528000,44.94,55.06,17729.942,20416.161
1731531600000,0.94,1731531600,0.01,0.010005,0.01,0.010005,1731531600,45.61,54.39,16126.55,17399.483
1731535200000,1.11,1731535200,0.01,0.01,0.01,0.01,1731535200,45.93,54.07,5559.816,5596.414
1731538800000,1.21,1731538800,0.01,0.01,0.01,0.01,1731538800,46.78,53.22,7049.118,6037.043
1731542400000,0.9,1731542400,0.01,0.01,0.01,0.01,1731542400,47.42,52.58,5699.261,6321.322
1731546000000,1.03,1731546000,0.01,0.01,0.01,0.01,1731546000,47.43,52.57,5639.743,5499.371
1731549600000,0.94,1731549600,0.01,0.01,0.01,0.01,1731549600,47.48,52.52,3810.002,4357.394
1731553200000,0.87,1731553200,0.01,0.01,0.01,0.01,1731553200,48.41,51.59,3046.901,3489.35
1731556800000,0.89,1731556800,0.01,0.01,0.01,0.01,1731556800,48.75,51.25,3776.808,4213.576
1731560400000,0.96,1731560400,0.01,0.01,0.01,0.01,1731560400,48.86,51.14,2340.784,2397.139
1731564000000,0.79,1731564000,0.01,0.01,0.01,0.01,1731564000,49.42,50.58,3398.139,4292.245
1731567600000,1.18,1731567600,0.01,0.01,0.01,0.01,1731567600,49.92,50.08,8216.178,6818.591
1731571200000,0.85,1731571200,0.01,0.01,0.01,0.01,1731571200,49.4,50.6,9020.56,10465.611
1731574800000,1.1,1731574800,0.01,0.01,0.01,0.01,1731574800,48.99,51.01,4288.63,4013.01
1731578400000,0.97,1731578400,0.01,0.01,0.01,0.01,1731578400,49.62,50.38,6191.516,6470.603
1731582000000,1.05,1731582000,0.01,0.01,0.01,0.01,1731582000,49.03,50.97,9117.423,8547.412
1731585600000,0.96,1731585600,0.01,0.01,0.01,0.01,1731585600,48.98,51.02,4878.126,5718.191
1731589200000,0.86,1731589200,0.01,0.01,0.01,0.01,1731589200,49.02,50.98,5651.389,6310.774
1731592800000,0.81,1731592800,0.01,0.01,0.01,0.01,1731592800,49.28,50.72,20678.399,23979.568
1731596400000,0.93,1731596400,0.01,0.01,0.01,0.01,1731596400,50.25,49.75,19074.917,20145.941
1731600000000,1.13,1731600000,0.01,0.01,0.01,0.01,1731600000,51.61,48.39,15023.91,14023.665
1731603600000,0.92,1731603600,0.01,0.01,0.01,0.01,1731603600,53.56,46.44,5697.906,6868.907
1731607200000,0.92,1731607200,0.01,0.01,0.01,0.01,1731607200,53.05,46.95,4871.17,5526.965
1731610800000,1.03,1731610800,0.01,0.01,0.01,0.01,1731610800,52.56,47.44,3484.067,3504.902
1731614400000,0.79,1731614400,0.01,0.01,0.01,0.01,1731614400,52.27,47.73,9422.441,11392.002
1731618000000,0.93,1731618000,0.01,0.01,0.01,0.01,1731618000,52.59,47.41,7819.437,8808.346
1731621600000,0.85,1731621600,0.01,0.01,0.01,0.01,1731621600,53.34,46.66,5365.433,6169.203
1731625200000,0.88,1731625200,0.01,0.01,0.01,0.01,1731625200,53.38,46.62,8538.188,10229.649
1731628800000,1.14,1731628800,0.01,0.01,0.01,0.01,1731628800,53.25,46.75,6935.187,6361.52
1731632400000,1.04,1731632400,0.01,0.01,0.01,0.01,1731632400,52.59,47.41,4952.17,4230.866
1731636000000,1.1,1731636000,0.01,0.01,0.01,0.01,1731636000,52.64,47.36,3395.218,3186.984
1731639600000,0.89,1731639600,0.01,0.01,0.01,0.01,1731639600,52.59,47.41,2013.425,2571.565
1731643200000,0.75,1731643200,0.01,0.01,0.01,0.01,1731643200,52.5,47.5,4743.014,5444.664
1731646800000,0.97,1731646800,0.01,0.01,0.01,0.01,1731646800,52.99,47.01,3446.629,3424.319
1731650400000,1.05,1731650400,0.01,0.01,0.01,0.01,1731650400,52.86,47.14,3213.065,3446.847
1731654000000,0.79,1731654000,0.01,0.01,0.01,0.01,1731654000,52.88,47.12,2682.409,3640.609
1731657600000,1.13,1731657600,0.012238,0.012238,0.01,0.01,1731657600,52.61,47.39,4528.285,4131.525
1731661200000,1.09,1731661200,0.014249,0.014249,0.012238,0.012238,1731661200,52.86,47.14,9758.747,9614.026
1731664800000,1.01,1731664800,0.014098,0.014296,0.014064,0.014249,1731664800,51.5,48.5,3954.874,4231.219
1731668400000,1.05,1731668400,0.014812,0.015108,0.014038,0.014098,1731668400,51.22,48.78,4347.612,4715.082
1731672000000,1.01,1731672000,0.015752,0.015752,0.014664,0.014812,1731672000,51.04,48.96,11155.262,10429.41
1731675600000,0.95,1731675600,0.015472,0.016097,0.015472,0.015752,1731675600,50.2,49.8,7610.239,7640.164
1731679200000,0.85,1731679200,0.013281,0.015472,0.013281,0.015472,1731679200,49.44,50.56,14617.871,16304.938
1731682800000,0.95,1731682800,0.01098,0.013281,0.01098,0.013281,1731682800,49.36,50.64,16518.61,16069.636
1731686400000,1.08,1731686400,0.01,0.01098,0.01,0.01098,1731686400,51.02,48.98,11742.539,10776.56
1731690000000,0.98,1731690000,0.01,0.01,0.01,0.01,1731690000,49.37,50.63,6794.74,7194.765
1731693600000,0.91,1731693600,0.01,0.01,0.01,0.01,1731693600,48.87,51.13,3726.15,3594.439
1731697200000,1.08,1731697200,0.01,0.01,0.01,0.01,1731697200,48.56,51.44,8798.673,7730.637
1731700800000,1.04,1731700800,0.01,0.01,0.01,0.01,1731700800,47.77,52.23,9500.81,8973.219
1731704400000,1.08,1731704400,0.01,0.01,0.01,0.01,1731704400,46.98,53.02,6192.54,5386.743
1731708000000,0.87,1731708000,0.01,0.01,0.01,0.01,1731708000,45.88,54.12,3897.405,4009.455
1731711600000,0.82,1731711600,0.01,0.01,0.01,0.01,1731711600,44.87,55.13,3084.822,3709.931
1731715200000,1.04,1731715200,0.01,0.01,0.01,0.01,1731715200,44.06,55.94,3732.28,3700.952
1731718800000,1.12,1731718800,0.01,0.01,0.01,0.01,1731718800,43.95,56.05,2849.008,2639.934
1731722400000,1.12,1731722400,0.01,0.01,0.01,0.01,1731722400,43.96,56.04,2355.394,2240.583
1731726000000,0.97,1731726000,0.01,0.01,0.01,0.01,1731726000,43.77,56.23,2317.41,2573.576
1731729600000,1.04,1731729600,0.01,0.01,0.01,0.01,1731729600,43.72,56.28,1641.676,1502.761
1731733200000,1.17,1731733200,0.01,0.01,0.01,0.01,1731733200,43.85,56.15,2905.784,2182.599
1731736800000,0.92,1731736800,0.01,0.01,0.01,0.01,1731736800,43.65,56.35,1493.206,1435.925
1731740400000,0.79,1731740400,0.01,0.01,0.01,0.01,1731740400,43.73,56.27,1881.691,2173.194
1731744000000,0.89,1731744000,0.01,0.01,0.01,0.01,1731744000,43.94,56.06,1891.29,2099.557
1731747600000,0.87,1731747600,0.010108,0.010108,0.01,0.01,1731747600,43.92,56.08,1282.279,1531.085
1731751200000,1.1,1731751200,0.011869,0.011984,0.010108,0.010108,1731751200,43.89,56.11,1891.969,1745.356
1731754800000,0.78,1731754800,0.013426,0.013426,0.011815,0.011869,1731754800,43.99,56.01,2906.199,3513.092
1731758400000,0.81,1731758400,0.014138,0.014449,0.013426,0.013426,1731758400,44.63,55.37,6512.28,7088.704
1731762000000,0.88,1731762000,0.013982,0.01435,0.013799,0.014138,1731762000,43.9,56.1,3074.481,3260.865
1731765600000,1.08,1731765600,0.01404,0.014213,0.013952,0.013982,1731765600,44.0,56.0,2524.283,2469.029
1731769200000,0.76,1731769200,0.013204,0.01404,0.012937,0.01404,1731769200,44.12,55.88,5746.575,6830.808
1731772800000,1.11,1731772800,0.013009,0.013952,0.013009,0.013204,1731772800,44.18,55.82,3730.94,3711.391
1731776400000,1.56,1731776400,0.012301,0.013009,0.012301,0.013009,1731776400,44.34,55.66,2931.83,1932.158
1731780000000,1.23,1731780000,0.010677,0.012424,0.010677,0.012301,1731780000,44.55,55.45,2926.028,2853.885
1731783600000,0.77,1731783600,0.011828,0.011828,0.01047,0.010677,1731783600,44.67,55.33,1934.74,2373.046
1731787200000,0.83,1731787200,0.013211,0.013231,0.011828,0.011828,1731787200,44.42,55.58,1853.977,2277.851
1731790800000,1.17,1731790800,0.014824,0.014824,0.013211,0.013211,1731790800,44.29,55.71,1291.363,988.481
1731794400000,0.61,1731794400,0.016867,0.016867,0.014824,0.014824,1731794400,44.46,55.54,1473.507,2368.357
1731798000000,1.29,1731798000,0.015798,0.016867,0.015798,0.016867,1731798000,44.55,55.45,2289.715,2092.293
1731801600000,1.07,1731801600,0.015322,0.015798,0.015152,0.015798,1731801600,44.79,55.21,1556.345,1440.872
1731805200000,0.8,1731805200,0.015149,0.015628,0.015116,0.015322,1731805200,44.95,55.05,3737.941,4172.366
1731808800000,0.91,1731808800,0.011791,0.015175,0.011791,0.015149,1731808800,44.82,55.18,7253.475,7806.532
1731812400000,0.99,1731812400,0.01,0.011791,0.01,0.011791,1731812400,45.89,54.11,2449.975,2581.392
1731816000000,1.1,1731816000,0.01,0.01,0.01,0.01,1731816000,46.0,54.0,3788.206,3880.723
1731819600000,0.94,1731819600,0.01,0.01,0.01,0.01,1731819600,45.8,54.2,2545.826,3004.059
1731823200000,1.12,1731823200,0.01,0.01,0.01,0.01,1731823200,45.52,54.48,1345.517,1221.932
1731826800000,0.89,1731826800,0.01,0.01,0.01,0.01,1731826800,45.63,54.37,1518.383,1706.779
1731830400000,1.28,1731830400,0.010397,0.010397,0.01,0.01,1731830400,45.77,54.23,3436.081,2782.907
1731834000000,1.2,1731834000,0.014767,0.014767,0.010397,0.010397,1731834000,46.14,53.86,4211.514,3882.693
1731837600000,0.66,1731837600,0.017279,0.017279,0.014767,0.014767,1731837600,45.51,54.49,1501.2,2101.023
1731841200000,0.89,1731841200,0.018668,0.018668,0.017279,0.017279,1731841200,45.18,54.82,3694.714,4203.98
1731844800000,1.1,1731844800,0.018102,0.018766,0.018102,0.018668,1731844800,45.73,54.27,3302.564,3157.118
1731848400000,0.68,1731848400,0.016392,0.018102,0.016365,0.018102,1731848400,45.97,54.03,3517.925,5352.563
1731852000000,0.87,1731852000,0.013163,0.016415,0.013163,0.016392,1731852000,46.24,53.76,5152.524,5949.41
1731855600000,1.07,1731855600,0.010641,0.013163,0.010641,0.013163,1731855600,47.26,52.74,2795.11,2873.862
1731859200000,1.16,1731859200,0.01,0.010641,0.01,0.010641,1731859200,47.54,52.46,2063.253,1861.346
1731862800000,1.08,1731862800,0.010545,0.010545,0.01,0.01,1731862800,47.75,52.25,2523.281,2500.765
1731866400000,0.65,1731866400,0.010476,0.010931,0.010476,0.010545,1731866400,47.62,52.38,3295.809,5506.722
1731870000000,0.94,1731870000,0.011175,0.011295,0.010331,0.010476,1731870000,47.88,52.12,3551.332,3782.386
1731873600000,0.81,1731873600,0.01,0.0113,0.01,0.011175,1731873600,48.23,51.77,3968.061,4555.916
1731877200000,0.69,1731877200,0.010717,0.010837,0.01,0.01,1731877200,48.41,51.59,3606.036,4486.86
1731880800000,1.04,1731880800,0.01,0.010755,0.01,0.010717,1731880800,48.64,51.36,5873.763,5476.978
1731884400000,1.2,1731884400,0.01,0.01,0.01,0.01,1731884400,49.33,50.67,3590.244,2934.423
1731888000000,1.0,1731888000,0.01,0.01,0.01,0.01,1731888000,49.81,50.19,2539.481,2781.697
1731891600000,1.18,1731891600,0.01,0.01,0.01,0.01,1731891600,49.72,50.28,5058.647,4260.248
1731895200000,0.77,1731895200,0.01,0.01,0.01,0.01,1731895200,49.06,50.94,1711.129,2272.3
1731898800000,0.98,1731898800,0.010918,0.010918,0.01,0.01,1731898800,48.68,51.32,2326.306,1965.4
1731902400000,0.85,1731902400,0.014382,0.014382,0.010918,0.010918,1731902400,48.74,51.26,1129.545,1279.205
1731906000000,1.22,1731906000,0.017305,0.017305,0.014382,0.014382,1731906000,48.48,51.52,1448.105,1374.277
1731909600000,1.66,1731909600,0.025316,0.025316,0.017305,0.017305,1731909600,48.5,51.5,10900.803,6059.78
1731913200000,0.87,1731913200,0.03645,0.03645,0.025316,0.025316,1731913200,47.41,52.59,7561.114,9016.428
1731916800000,1.08,1731916800,0.041137,0.041137,0.03645,0.03645,1731916800,45.94,54.06,3391.464,3297.517
1731920400000,1.04,1731920400,0.044494,0.044494,0.041137,0.041137,1731920400,45.38,54.62,4319.684,3872.92
1731924000000,0.87,1731924000,0.049554,0.049554,0.044494,0.044494,1731924000,45.06,54.94,2682.084,2949.362
1731927600000,0.71,1731927600,0.045686,0.049857,0.045686,0.049554,1731927600,44.82,55.18,10499.465,13072.179
1731931200000,1.05,1731931200,0.037533,0.045686,0.037533,0.045686,1731931200,47.18,52.82,5968.763,5860.314
1731934800000,0.79,1731934800,0.027426,0.037533,0.027426,0.037533,1731934800,48.13,51.87,10263.701,12600.067
1731938400000,1.06,1731938400,0.021982,0.027426,0.021982,0.027426,1731938400,49.95,50.05,12499.729,12473.286
1731942000000,1.31,1731942000,0.021218,0.021982,0.019709,0.021982,1731942000,49.94,50.06,19588.525,16402.117
1731945600000,0.77,1731945600,0.024646,0.024646,0.021218,0.021218,1731945600,45.51,54.49,10926.298,13430.181
1731949200000,1.07,1731949200,0.029842,0.029842,0.024646,0.024646,1731949200,45.11,54.89,10630.555,10314.863
1731952800000,0.71,1731952800,0.031778,0.031825,0.029842,0.029842,1731952800,45.22,54.78,7703.06,9061.405
1731956400000,1.0,1731956400,0.02936,0.031811,0.02936,0.031778,1731956400,47.03,52.97,7725.533,8219.442
1731960000000,1.1,1731960000,0.027758,0.02936,0.027561,0.02936,1731960000,49.11,50.89,13177.322,11597.977
1731963600000,0.91,1731963600,0.028103,0.028103,0.027168,0.027758,1731963600,46.68,53.32,6061.603,6393.296
1731967200000,1.08,1731967200,0.027782,0.028213,0.027782,0.028103,1731967200,45.39,54.61,2252.944,2203.876
1731970800000,0.7,1731970800,0.021606,0.027847,0.021606,0.027782,1731970800,45.8,54.2,4830.039,7601.285
1731974400000,1.47,1731974400,0.01819,0.021606,0.01819,0.021606,1731974400,47.69,52.31,5748.68,3628.491
1731978000000,0.75,1731978000,0.018086,0.018399,0.017682,0.01819,1731978000,48.07,51.93,2810.99,3163.503
1731981600000,1.21,1731981600,0.020422,0.020422,0.018086,0.018086,1731981600,47.78,52.22,2685.007,2437.368
1731985200000,1.11,1731985200,0.023129,0.023129,0.020422,0.020422,1731985200,47.6,52.4,2024.379,2047.31
1731988800000,0.95,1731988800,0.024699,0.024819,0.023129,0.023129,1731988800,47.25,52.75,3239.845,3132.242
1731992400000,1.04,1731992400,0.027069,0.027069,0.024699,0.024699,1731992400,46.23,53.77,2542.651,2567.95
1731996000000,0.97,1731996000,0.028476,0.028476,0.027069,0.027069,1731996000,45.7,54.3,2782.417,2891.46
1731999600000,0.78,1731999600,0.03021,0.030223,0.028476,0.028476,1731999600,44.4,55.6,2615.617,3227.196
1732003200000,1.16,1732003200,0.03201,0.03201,0.03021,0.03021,1732003200,43.37,56.63,3624.76,2950.942
1732006800000,0.9,1732006800,0.032013,0.032345,0.031656,0.03201,1732006800,43.3,56.7,5066.107,5230.943
1732010400000,0.94,1732010400,0.032781,0.032823,0.031773,0.032013,1732010400,43.72,56.28,2272.566,2358.381
1732014000000,0.9,1732014000,0.03202,0.032873,0.03202,0.032781,1732014000,43.08,56.92,1752.177,1683.308
1732017600000,1.25,1732017600,0.032652,0.03279,0.031955,0.03202,1732017600,43.07,56.93,9881.667,7813.817
1732021200000,0.8,1732021200,0.027867,0.032932,0.027867,0.032652,1732021200,41.54,58.46,13417.141,15244.664
1732024800000,1.08,1732024800,0.021768,0.027867,0.021768,0.027867,1732024800,43.55,56.45,15371.898,14371.725
1732028400000,1.05,1732028400,0.017975,0.021768,0.017969,0.021768,1732028400,43.4,56.6,10432.634,9797.955
1732032000000,0.99,1732032000,0.017352,0.018066,0.017222,0.017975,1732032000,41.83,58.17,5100.255,5378.797
1732035600000,1.17,1732035600,0.016368,0.017407,0.016368,0.017352,1732035600,40.71,59.29,12067.159,10776.744
1732039200000,1.2,1732039200,0.01707,0.017187,0.015842,0.016368,1732039200,40.08,59.92,15845.204,13646.277
1732042800000,0.87,1732042800,0.014676,0.01707,0.014676,0.01707,1732042800,39.68,60.32,8018.398,8398.07
1732046400000,0.83,1732046400,0.012858,0.014676,0.012715,0.014676,1732046400,39.61,60.39,8880.03,10444.972
1732050000000,0.99,1732050000,0.01098,0.012858,0.01098,0.012858,1732050000,39.83,60.17,7974.599,7489.566
1732053600000,0.77,1732053600,0.01,0.01098,0.01,0.01098,1732053600,41.96,58.04,5843.558,7300.775
1732057200000,1.42,1732057200,0.01,0.01,0.01,0.01,1732057200,43.59,56.41,4194.352,3349.574
1732060800000,0.9,1732060800,0.01,0.01,0.01,0.01,1732060800,44.18,55.82,2609.977,2953.311
1732064400000,0.82,1732064400,0.01,0.01,0.01,0.01,1732064400,44.09,55.91,3063.808,4137.812
1732068000000,0.93,1732068000,0.01,0.01,0.01,0.01,1732068000,44.25,55.75,3028.392,3280.204
1732071600000,1.06,1732071600,0.01,0.01,0.01,0.01,1732071600,44.69,55.31,3809.858,3525.324
1732075200000,1.07,1732075200,0.01,0.01,0.01,0.01,1732075200,45.16,54.84,2229.436,2179.995
1732078800000,1.32,1732078800,0.01,0.01,0.01,0.01,1732078800,45.19,54.81,3074.077,2535.319
1732082400000,0.9,1732082400,0.01,0.01,0.01,0.01,1732082400,44.79,55.21,2156.164,2831.94
1732086000000,1.1,1732086000,0.01,0.01,0.01,0.01,1732086000,44.42,55.58,3168.999,2954.488
1732089600000,1.16,1732089600,0.01,0.01,0.01,0.01,1732089600,44.15,55.85,5296.159,5087.862
1732093200000,0.87,1732093200,0.01,0.01,0.01,0.01,1732093200,42.6,57.4,6520.087,6554.907
1732096800000,1.16,1732096800,0.01,0.01,0.01,0.01,1732096800,40.48,59.52,3492.508,2829.554
1732100400000,1.0,1732100400,0.01,0.01,0.01,0.01,1732100400,39.98,60.02,5197.712,5126.146
1732104000000,0.96,1732104000,0.01,0.01,0.01,0.01,1732104000,39.32,60.68,5598.429,5765.981
1732107600000,1.33,1732107600,0.01,0.01,0.01,0.01,1732107600,38.56,61.44,16981.32,13431.071
1732111200000,0.95,1732111200,0.01,0.01,0.01,0.01,1732111200,37.91,62.09,15894.526,17187.514
1732114800000,0.96,1732114800,0.01,0.01,0.01,0.01,1732114800,36.82,63.18,10679.863,10728.707
1732118400000,0.93,1732118400,0.01,0.01,0.01,0.01,1732118400,36.41,63.59,16072.638,16284.133
1732122000000,0.92,1732122000,0.01,0.01,0.01,0.01,1732122000,38.51,61.49,7064.587,8313.186
1732125600000,1.01,1732125600,0.01,0.01,0.01,0.01,1732125600,38.2,61.8,10981.491,10690.759
1732129200000,0.98,1732129200,0.01,0.01,0.01,0.01,1732129200,38.95,61.05,4223.059,4673.178
1732132800000,1.15,1732132800,0.01,0.01,0.01,0.01,1732132800,38.84,61.16,6442.116,5510.618
1732136400000,0.97,1732136400,0.01,0.01,0.01,0.01,1732136400,37.84,62.16,3351.8,3089.911
1732140000000,1.05,1732140000,0.01,0.01,0.01,0.01,1732140000,37.77,62.23,2490.281,2349.169
1732143600000,1.1,1732143600,0.01,0.01,0.01,0.01,1732143600,37.71,62.29,2458.797,2121.684
1732147200000,1.15,1732147200,0.01,0.01,0.01,0.01,1732147200,37.76,62.24,6884.897,6697.947
1732150800000,1.08,1732150800,0.01,0.01,0.01,0.01,1732150800,37.14,62.86,4410.04,3863.078
1732154400000,0.79,1732154400,0.01,0.01,0.01,0.01,1732154400,36.64,63.36,5237.059,5638.485
1732158000000,1.5,1732158000,0.01,0.01,0.01,0.01,1732158000,37.45,62.55,16779.035,11629.877
1732161600000,1.36,1732161600,0.01,0.01,0.01,0.01,1732161600,36.96,63.04,23612.283,17347.319
1732165200000,0.82,1732165200,0.01,0.01,0.01,0.01,1732165200,39.02,60.98,10995.14,12916.996
1732168800000,1.02,1732168800,0.01,0.01,0.01,0.01,1732168800,38.55,61.45,5392.701,5674.263
1732172400000,1.05,1732172400,0.01,0.01,0.01,0.01,1732172400,38.56,61.44,4019.277,3941.768
1732176000000,1.16,1732176000,0.01,0.01,0.01,0.01,1732176000,38.91,61.09,4106.297,3153.27
1732179600000,1.06,1732179600,0.01,0.01,0.01,0.01,1732179600,39.48,60.52,5843.895,5775.048
1732183200000,1.01,1732183200,0.01,0.01,0.01,0.01,1732183200,38.94,61.06,4687.573,5157.96
1732186800000,1.18,1732186800,0.01,0.01,0.01,0.01,1732186800,38.8,61.2,13644.734,12538.869
1732190400000,0.88,1732190400,0.01,0.01,0.01,0.01,1732190400,40.65,59.35,9857.591,12115.656
1732194000000,1.13,1732194000,0.01,0.01,0.01,0.01,1732194000,40.68,59.32,9418.246,7960.514
1732197600000,0.88,1732197600,0.01,0.01,0.01,0.01,1732197600,41.77,58.23,11954.431,13643.667
1732201200000,0.92,1732201200,0.01,0.01,0.01,0.01,1732201200,42.09,57.91,18679.657,20328.606
1732204800000,1.11,1732204800,0.01,0.01,0.01,0.01,1732204800,43.28,56.72,8879.348,8131.989
1732208400000,1.21,1732208400,0.01,0.01,0.01,0.01,1732208400,43.36,56.64,6481.261,5757.902
1732212000000,0.96,1732212000,0.01,0.01,0.01,0.01,1732212000,42.75,57.25,8550.164,8866.943
1732215600000,1.11,1732215600,0.01,0.01,0.01,0.01,1732215600,41.16,58.84,15680.116,13847.324
1732219200000,0.91,1732219200,0.01,0.01,0.01,0.01,1732219200,41.1,58.9,7357.389,7389.598
1732222800000,0.76,1732222800,0.01,0.01,0.01,0.01,1732222800,41.41,58.59,5053.267,6169.187
1732226400000,1.25,1732226400,0.01,0.01,0.01,0.01,1732226400,41.89,58.11,2674.938,2313.057
1732230000000,0.98,1732230000,0.01,0.01,0.01,0.01,1732230000,42.05,57.95,3734.939,3587.459
1732233600000,0.81,1732233600,0.01,0.01,0.01,0.01,1732233600,41.61,58.39,3174.917,3778.509
1732237200000,1.04,1732237200,0.01,0.01,0.01,0.01,1732237200,40.92,59.08,3114.148,2972.685
1732240800000,1.24,1732240800,0.01,0.01,0.01,0.01,1732240800,41.46,58.54,4308.071,3711.129
1732244400000,1.08,1732244400,0.01,0.01,0.01,0.01,1732244400,41.28,58.72,8893.644,8663.5
1732248000000,0.91,1732248000,0.01,0.01,0.01,0.01,1732248000,42.23,57.77,3407.369,3870.529
1732251600000,1.01,1732251600,0.01,0.01,0.01,0.01,1732251600,42.21,57.79,2357.48,2607.831
1732255200000,1.06,1732255200,0.01,0.01,0.01,0.01,1732255200,42.14,57.86,2783.63,2966.051
1732258800000,1.06,1732258800,0.01,0.01,0.01,0.01,1732258800,42.17,57.83,7660.501,7172.271
1732262400000,1.02,1732262400,0.01,0.01,0.01,0.01,1732262400,41.48,58.52,4925.582,4688.743
1732266000000,0.98,1732266000,0.012374,0.012374,0.01,0.01,1732266000,42.1,57.9,4695.04,4809.131
1732269600000,0.91,1732269600,0.015901,0.015901,0.012374,0.012374,1732269600,43.07,56.93,3180.979,3757.763
1732273200000,1.06,1732273200,0.017223,0.017529,0.015901,0.015901,1732273200,43.5,56.5,3755.8,3630.414
1732276800000,0.76,1732276800,0.016781,0.017268,0.016781,0.017223,1732276800,44.05,55.95,2659.639,3765.443
1732280400000,0.85,1732280400,0.014859,0.016781,0.014798,0.016781,1732280400,43.91,56.09,14784.066,16569.224
1732284000000,0.91,1732284000,0.012575,0.014931,0.01254,0.014859,1732284000,44.26,55.74,10095.628,10386.926
1732287600000,1.16,1732287600,0.01,0.012644,0.01,0.012575,1732287600,45.0,55.0,9971.892,9131.928
1732291200000,0.96,1732291200,0.01,0.01,0.01,0.01,1732291200,44.08,55.92,6764.821,7487.33
1732294800000,0.99,1732294800,0.01,0.01,0.01,0.01,1732294800,43.64,56.36,5965.81,6512.768
1732298400000,0.92,1732298400,0.01,0.01,0.01,0.01,1732298400,42.72,57.28,4851.979,4944.188
1732302000000,1.01,1732302000,0.01,0.01,0.01,0.01,1732302000,42.23,57.77,8781.947,9219.715
1732305600000,1.14,1732305600,0.01,0.01,0.01,0.01,1732305600,41.65,58.35,5671.548,5078.842
1732309200000,0.83,1732309200,0.01,0.01,0.01,0.01,1732309200,41.7,58.3,3705.066,3674.877
1732312800000,0.73,1732312800,0.01,0.01,0.01,0.01,1732312800,41.8,58.2,2919.849,3930.961
1732316400000,1.22,1732316400,0.01,0.01,0.01,0.01,1732316400,42.21,57.79,1997.866,2016.032
1732320000000,1.06,1732320000,0.01,0.01,0.01,0.01,1732320000,42.47,57.53,2382.406,2163.722
1732323600000,0.76,1732323600,0.01,0.01,0.01,0.01,1732323600,42.67,57.33,2243.953,2608.73
1732327200000,1.06,1732327200,0.01,0.01,0.01,0.01,1732327200,42.87,57.13,1975.938,1943.272
