start_time,open_interest,high open interest,low open interest,open value of open interest,funding_rate,high funding rate,low funding rate,open funding rate,long_account,longShortRatio,shortAccount
1.72351E+12,68596.56,69125.37,68592.3,69085.89,0.002497,0.003898,0.002497,0.003898,64.4,1.81,35.6
1.72351E+12,68582.82,68642.81,68518.34,68596.56,0.00219,0.002582,0.002112,0.002497,64.5,1.82,35.5
1.72352E+12,68391.39,68638.75,68304.76,68582.82,0.002217,0.002217,0.001966,0.00219,64.5,1.82,35.5
1.72352E+12,68365.03,68581.9,68302.46,68391.39,0.001347,0.002282,0.001347,0.002217,63.63,1.75,36.37
1.72353E+12,68384.15,68510.74,68365.03,68365.03,0.00099,0.001368,0.000977,0.001347,63.63,1.75,36.37
1.72353E+12,68484.44,68613.5,68384.15,68384.15,0.001155,0.0014,0.000779,0.00099,64.07,1.78,35.93
1.72353E+12,68471.53,68503.44,68427.94,68484.44,0.000511,0.001263,0.000511,0.001155,64.07,1.78,35.93
1.72354E+12,68844.34,68871.15,68471.53,68471.53,0.000795,0.000813,0.000427,0.000511,64.1,1.79,35.9
1.72354E+12,69227.87,69227.87,68691.33,68844.34,-0.000184,0.000898,-0.000184,0.000795,64.1,1.79,35.9
1.72354E+12,68792.37,69259.12,68720.56,69227.87,0.000032,0.000032,-0.000728,-0.000184,63.8,1.76,36.2
1.72355E+12,69139.47,69198.46,68740.1,68792.37,0.000239,0.000392,0.000032,0.000032,63.8,1.76,36.2
1.72355E+12,69256.68,69256.68,68907.45,69139.47,0.000417,0.000424,0.000031,0.000239,64.68,1.83,35.32
1.72355E+12,69212.09,69484.62,69119.7,69256.68,-0.000207,0.000471,-0.000207,0.000417,64.68,1.83,35.32
1.72356E+12,69035.16,69679.38,69006.86,69212.09,-0.002299,-0.000207,-0.002299,-0.000207,64.03,1.78,35.97
1.72356E+12,69185.7,69185.7,68903.43,69035.16,-0.003857,-0.002299,-0.003857,-0.002299,64.03,1.78,35.97
1.72356E+12,71053.03,71053.03,68889.64,69185.7,-0.003673,-0.003673,-0.004394,-0.003857,61.95,1.63,38.05
1.72357E+12,71790.82,71790.82,70910.5,71053.03,-0.004418,-0.003532,-0.004549,-0.003673,59.49,1.47,40.51
1.72357E+12,71757.51,72089.76,71709.43,71790.82,-0.001203,-0.001203,-0.004432,-0.004418,59.49,1.47,40.51
1.72358E+12,71413.32,71757.51,71110.85,71757.51,0.001711,0.001711,-0.001203,-0.001203,55.33,1.24,44.67
1.72358E+12,71283.87,71542.59,71283.87,71413.32,0.002921,0.002944,0.001711,0.001711,55.33,1.24,44.67
1.72358E+12,70967.63,71283.87,70841.1,71283.87,0.003435,0.00368,0.002921,0.002921,56.62,1.31,43.38
1.72359E+12,72191.42,72479.66,70967.63,70967.63,0.002103,0.003551,0.002103,0.003435,56.62,1.31,43.38
1.72359E+12,72128.26,72270.32,72116.31,72191.42,0.001152,0.002103,0.00114,0.002103,57.59,1.36,42.41
1.72359E+12,72148.2,72156.37,72080.24,72128.26,-0.00051,0.001152,-0.00051,0.001152,57.59,1.36,42.41
1.7236E+12,72282.76,72295.8,72135.26,72148.2,-0.002717,-0.00051,-0.002717,-0.00051,58.32,1.4,41.68
1.7236E+12,72251.01,72296.84,72170.24,72282.76,-0.003946,-0.002717,-0.003946,-0.002717,58.32,1.4,41.68
1.7236E+12,72477.77,72559.11,72233.98,72251.01,-0.004172,-0.003899,-0.004172,-0.003946,57.78,1.37,42.22
1.72361E+12,72920.55,72934.84,72477.77,72477.77,-0.004001,-0.00384,-0.004199,-0.004172,56.98,1.33,43.02
1.72361E+12,72988.26,72997.68,72873.38,72920.55,-0.003152,-0.003152,-0.004012,-0.004001,56.98,1.33,43.02
1.72362E+12,74103,74479.58,72966.72,72988.26,-0.002667,-0.002667,-0.003404,-0.003152,56.37,1.29,43.63
1.72362E+12,74048.19,74167.98,74043.18,74103,-0.001386,-0.001386,-0.00269,-0.002667,56.37,1.29,43.63
1.72362E+12,74128.6,74166.6,73951.4,74048.19,-0.000725,-0.00068,-0.001386,-0.001386,57.91,1.38,42.09
1.72363E+12,74024.64,74136.37,73953.84,74128.6,-0.001374,-0.000555,-0.001374,-0.000725,57.91,1.38,42.09
1.72363E+12,73809.32,74024.73,73625.28,74024.64,-0.001688,-0.000939,-0.001688,-0.001374,58.08,1.39,41.92
1.72363E+12,73991.42,73991.42,73595.73,73809.32,-0.001878,-0.001481,-0.001948,-0.001688,58.08,1.39,41.92
1.72364E+12,75351.53,75865.84,73991.42,73991.42,-0.002636,-0.001399,-0.002636,-0.001878,57.56,1.36,42.44
1.72364E+12,75185.5,75685.04,74801.58,75351.53,-0.004197,-0.002636,-0.00422,-0.002636,57.56,1.36,42.44
1.72364E+12,77106.91,77106.91,75185.5,75185.5,-0.006169,-0.004171,-0.006169,-0.004197,60.44,1.53,39.56
1.72365E+12,78611.37,78701,77084.1,77106.91,-0.007739,-0.006169,-0.007739,-0.006169,65.44,1.89,34.56
1.72365E+12,79033.53,79338.24,78611.37,78611.37,-0.008799,-0.007739,-0.008845,-0.007739,65.44,1.89,34.56
1.72365E+12,78869.82,79194.17,78867.66,79033.53,-0.009442,-0.008799,-0.009511,-0.008799,67.12,2.04,32.88
1.72366E+12,78271.27,78935.45,78222.89,78869.82,-0.009925,-0.009368,-0.009977,-0.009442,67.12,2.04,32.88
1.72366E+12,78420.76,78423.42,78125.97,78271.27,-0.010083,-0.009869,-0.010248,-0.009925,67.64,2.09,32.36
1.72367E+12,78182.07,78508.61,78182.07,78420.76,-0.010052,-0.010052,-0.010335,-0.010083,67.64,2.09,32.36
1.72367E+12,78131.58,78244.88,78091.53,78182.07,-0.009032,-0.00897,-0.010133,-0.010052,67.85,2.11,32.15
1.72367E+12,78037.96,78199.43,77837.83,78131.58,-0.008449,-0.008449,-0.009032,-0.009032,67.85,2.11,32.15
1.72368E+12,78048.23,78147.87,77988.51,78037.96,-0.008476,-0.008381,-0.008525,-0.008449,67.8,2.11,32.2
1.72368E+12,78255.56,78348.13,78048.23,78048.23,-0.007788,-0.007761,-0.008501,-0.008476,68,2.13,32
1.72368E+12,78077.41,78340.19,77987.37,78255.56,-0.00576,-0.005649,-0.007825,-0.007788,68,2.13,32
1.72369E+12,79195.91,79356.65,78077.41,78077.41,-0.001129,-0.001129,-0.005835,-0.00576,68.62,2.19,31.38
1.72369E+12,79084.93,79200.41,79073.12,79195.91,0.002854,0.002854,-0.001129,-0.001129,68.62,2.19,31.38
1.72369E+12,79379.23,79388.08,79050.23,79084.93,0.005041,0.005041,0.002854,0.002854,69.47,2.28,30.53
1.7237E+12,79202.32,79412.55,79144.95,79379.23,0.00644,0.006509,0.005041,0.005041,69.47,2.28,30.53
1.7237E+12,79374.22,79374.22,78861.22,79202.32,0.00719,0.00719,0.00644,0.00644,69.75,2.31,30.25
1.72371E+12,79694.12,79762.28,79374.22,79374.22,0.006417,0.007293,0.006417,0.00719,69.75,2.31,30.25
1.72371E+12,79715.67,79886.91,79694.12,79694.12,0.004747,0.006417,0.004747,0.006417,69.85,2.32,30.15
1.72371E+12,79724.69,79832.2,79513.67,79715.67,0.000983,0.004747,0.000983,0.004747,70.42,2.38,29.58
1.72372E+12,79694.68,79724.69,79549.46,79724.69,-0.001976,0.000983,-0.001976,0.000983,70.42,2.38,29.58
1.72372E+12,79256.57,79775.92,79256.57,79694.68,-0.003676,-0.001976,-0.003676,-0.001976,69.5,2.28,30.5
1.72372E+12,79147.29,79475.13,78807.99,79256.57,-0.0047,-0.003676,-0.0047,-0.003676,69.5,2.28,30.5
1.72373E+12,80136.72,80136.72,78976.21,79147.29,-0.004788,-0.004572,-0.004957,-0.0047,70.21,2.36,29.79
1.72373E+12,79856.92,80136.72,79815.46,80136.72,-0.005801,-0.004722,-0.005801,-0.004788,70.21,2.36,29.79
1.72373E+12,79838.01,80144.13,79765.78,79856.92,-0.006181,-0.005603,-0.006383,-0.005801,67.32,2.06,32.68
1.72374E+12,80486.36,80627.6,79810.7,79838.01,-0.006766,-0.006019,-0.006766,-0.006181,67.32,2.06,32.68
1.72374E+12,79506.81,80486.36,79506.81,80486.36,-0.006646,-0.006341,-0.006932,-0.006766,65.23,1.88,34.77
1.72374E+12,79223.02,79715.14,78838.36,79506.81,-0.008665,-0.006646,-0.008712,-0.006646,64.36,1.81,35.64
1.72375E+12,80597.81,80597.81,79223.02,79223.02,-0.011437,-0.008665,-0.011437,-0.008665,64.36,1.81,35.64
1.72375E+12,81243.38,81307.79,80379.57,80597.81,-0.013444,-0.011437,-0.013444,-0.011437,68.77,2.2,31.23
1.72376E+12,83189.59,83331.76,80875.17,81243.38,-0.013586,-0.012905,-0.013767,-0.013444,68.77,2.2,31.23
1.72376E+12,83471.04,83624.84,83189.59,83189.59,-0.012794,-0.012794,-0.013858,-0.013586,71.08,2.46,28.92
1.72376E+12,83845.67,83887.52,83445.29,83471.04,-0.011235,-0.011235,-0.012794,-0.012794,70.78,2.42,29.22
1.72377E+12,83789.88,83961.26,83764.23,83845.67,-0.008927,-0.008927,-0.011235,-0.011235,70.14,2.35,29.86
1.72377E+12,83592.38,84198.73,83592.38,83789.88,-0.00621,-0.00621,-0.008927,-0.008927,70.14,2.35,29.86
1.72377E+12,81182.68,83661.66,80997.98,83592.38,-0.003741,-0.003741,-0.00621,-0.00621,69.62,2.29,30.38
1.72378E+12,81583.01,81718.91,81182.68,81182.68,-0.004978,-0.003687,-0.005034,-0.003741,69.62,2.29,30.38
1.72378E+12,81858.23,81858.23,81473.54,81583.01,-0.005063,-0.004723,-0.005181,-0.004978,69.42,2.27,30.58
1.72378E+12,82059.22,82059.22,81740.57,81858.23,-0.005887,-0.004995,-0.005887,-0.005063,69.82,2.31,30.18
1.72379E+12,82215.34,82253.4,81910.04,82059.22,-0.006582,-0.005887,-0.006582,-0.005887,69.82,2.31,30.18
1.72379E+12,82550.75,82554.7,82215.34,82215.34,-0.00736,-0.006582,-0.007448,-0.006582,68.52,2.18,31.48
1.7238E+12,83005.14,83005.14,82539.24,82550.75,-0.00842,-0.007355,-0.008431,-0.00736,68.52,2.18,31.48
1.7238E+12,83757.4,83931.42,82900.27,83005.14,-0.005984,-0.005984,-0.008438,-0.00842,66.11,1.95,33.89
1.7238E+12,83868.03,83871.24,83717.91,83757.4,-0.004096,-0.004096,-0.006075,-0.005984,65.59,1.91,34.41
1.72381E+12,84152.98,84193.83,83829.62,83868.03,-0.002427,-0.002427,-0.004096,-0.004096,65.59,1.91,34.41
1.72381E+12,84214.09,84596.96,84055.93,84152.98,-0.000577,-0.000577,-0.002427,-0.002427,63.61,1.75,36.39
1.72381E+12,82383.35,84235.33,82240.16,84214.09,0.000652,0.0011,-0.000577,-0.000577,63.61,1.75,36.39
1.72382E+12,82463.78,82498.2,82193.48,82383.35,-0.000053,0.000831,-0.000053,0.000652,64.4,1.81,35.6
1.72382E+12,82229.28,82501.12,82179.72,82463.78,-0.000554,-0.000053,-0.000636,-0.000053,64.39,1.81,35.61
1.72382E+12,81898.87,82259.56,81613.15,82229.28,-0.000668,-0.000355,-0.000736,-0.000554,64.39,1.81,35.61
1.72383E+12,81896.28,82221.85,81654.17,81898.87,-0.00174,-0.000668,-0.001906,-0.000668,63.74,1.76,36.26
1.72383E+12,82833.71,82833.71,81864.18,81896.28,-0.003856,-0.001641,-0.003856,-0.00174,63.74,1.76,36.26
1.72383E+12,82874.96,83002.97,82703.71,82833.71,-0.005993,-0.003856,-0.005993,-0.003856,60.94,1.56,39.06
1.72384E+12,82631.03,82978.75,82616.66,82874.96,-0.00411,-0.00411,-0.006093,-0.005993,58.92,1.43,41.08
1.72384E+12,82665.77,82974.92,82595.2,82631.03,-0.002356,-0.002356,-0.00411,-0.00411,58.92,1.43,41.08
1.72385E+12,82553.56,82802.84,82548.87,82665.77,-0.000417,-0.000417,-0.002356,-0.002356,57.83,1.37,42.17
1.72385E+12,82133.08,82553.56,82100.57,82553.56,0.00189,0.001914,-0.000417,-0.000417,58.38,1.4,41.62
1.72385E+12,82296.15,82330.58,82015.15,82133.08,0.004066,0.004109,0.00189,0.00189,58.89,1.43,41.11
1.72386E+12,82445.56,82507.77,82283.01,82296.15,0.003761,0.004252,0.003761,0.004066,60.19,1.51,39.81
1.72386E+12,82423.58,82580.12,82399.58,82445.56,0.003437,0.003833,0.003372,0.003761,60.32,1.52,39.68
1.72386E+12,82345.8,82423.58,82249.5,82423.58,0.004305,0.00434,0.003437,0.003437,60.32,1.52,39.68
1.72387E+12,82527.87,82538.85,82328.09,82345.8,0.003209,0.004305,0.003209,0.004305,60.01,1.5,39.99
1.72387E+12,82485.14,82527.87,82424,82527.87,0.003646,0.003652,0.00307,0.003209,60.01,1.5,39.99
1.72387E+12,82407.22,82485.14,82397.52,82485.14,0.002972,0.003737,0.002972,0.003646,60.44,1.53,39.56
1.72388E+12,82307.75,82426.07,82298.68,82407.22,0.004113,0.004113,0.002761,0.002972,60.44,1.53,39.56
1.72388E+12,82398.57,82433.87,82301.85,82307.75,0.00526,0.00526,0.004049,0.004113,59.82,1.49,40.18
1.72389E+12,82332.09,82536.37,82319.75,82398.57,0.005479,0.006087,0.00526,0.00526,59.82,1.49,40.18
1.72389E+12,82571.51,82602.07,82262.43,82332.09,0.0047,0.005524,0.0047,0.005479,60.29,1.52,39.71
1.72389E+12,82729.24,82752.37,82571.51,82571.51,0.004399,0.004727,0.004303,0.0047,60.29,1.52,39.71
1.7239E+12,82653.52,82741.2,82643.88,82729.24,0.004371,0.004477,0.004165,0.004399,59.93,1.5,40.07
1.7239E+12,83184.8,83230.5,82634.77,82653.52,0.002857,0.004371,0.002857,0.004371,59.93,1.5,40.07
1.7239E+12,83114.62,83269.9,83043.05,83184.8,0.001838,0.00298,0.001826,0.002857,60.05,1.5,39.95
1.72391E+12,82816.31,83166.83,82816.31,83114.62,-0.000145,0.00184,-0.000145,0.001838,60.05,1.5,39.95
1.72391E+12,82776.35,82905.04,82746.12,82816.31,-0.000786,-0.000106,-0.000786,-0.000145,59.27,1.46,40.73
1.72391E+12,82890.32,82907.63,82776.35,82776.35,-0.002284,-0.000786,-0.002284,-0.000786,59.27,1.46,40.73
1.72392E+12,83070.7,83086.96,82890.32,82890.32,-0.001708,-0.001708,-0.002363,-0.002284,58.85,1.43,41.15
1.72392E+12,82959.63,83071.04,82940,83070.7,-0.00035,-0.00035,-0.001708,-0.001708,58.44,1.41,41.56
1.72392E+12,82913.07,82967.65,82908,82959.63,0.000996,0.000996,-0.00035,-0.00035,58.44,1.41,41.56
1.72393E+12,82629.96,82913.07,82624.99,82913.07,0.00261,0.002622,0.000996,0.000996,58.5,1.41,41.5
1.72393E+12,82755.64,82758.05,82625.79,82629.96,0.002846,0.002915,0.00261,0.00261,58.5,1.41,41.5
1.72394E+12,82618.48,82758.24,82618.48,82755.64,0.00394,0.00394,0.002842,0.002846,58.64,1.42,41.36
1.72394E+12,82678.7,82689.92,82515.18,82618.48,0.00343,0.004047,0.00343,0.00394,58.86,1.43,41.14
1.72394E+12,82640.79,82757.11,82594.56,82678.7,0.001402,0.00343,0.001402,0.00343,58.86,1.43,41.14
1.72395E+12,82929.69,83469.97,82640.79,82640.79,0.002169,0.002169,0.001308,0.001402,58.24,1.4,41.76
1.72395E+12,82566.55,82929.69,82322.97,82929.69,-0.000869,0.002352,-0.000869,0.002169,58.24,1.4,41.76
1.72395E+12,82522.09,82803.93,82505.5,82566.55,-0.001977,-0.000836,-0.001992,-0.000869,59.52,1.47,40.48
1.72396E+12,82436.68,82551.09,82348.05,82522.09,-0.002457,-0.001879,-0.002457,-0.001977,59.52,1.47,40.48
1.72396E+12,82475.56,82495.13,82436.68,82436.68,-0.001879,-0.00186,-0.002538,-0.002457,59.9,1.49,40.1
1.72396E+12,82424.55,82505.48,82415.74,82475.56,-0.001345,-0.001345,-0.001916,-0.001879,59.9,1.49,40.1
1.72397E+12,82496.87,82525.51,82424.55,82424.55,-0.000985,-0.000818,-0.001345,-0.001345,59.81,1.49,40.19
1.72397E+12,82833.67,82977.85,82471.25,82496.87,-0.000753,-0.000751,-0.001209,-0.000985,59.75,1.48,40.25
1.72398E+12,82896.61,83157.61,82680.56,82833.67,-0.000431,-0.000163,-0.000774,-0.000753,59.1,1.45,40.9
1.72398E+12,83663.82,83669.49,82896.61,82896.61,-0.001306,-0.000356,-0.001454,-0.000431,58.37,1.4,41.63
1.72398E+12,83965.67,83965.67,83650.78,83663.82,-0.00163,-0.001126,-0.001687,-0.001306,58.37,1.4,41.63
1.72399E+12,84266.28,84266.28,83959.32,83965.67,-0.002162,-0.001331,-0.002162,-0.00163,58.2,1.39,41.8
1.72399E+12,84651.65,84676.61,84266.28,84266.28,-0.003328,-0.002162,-0.003534,-0.002162,58.02,1.38,41.98
1.72399E+12,84592.55,84736.88,84592.55,84651.65,-0.003158,-0.002983,-0.003403,-0.003328,58.39,1.4,41.61
1.724E+12,84538.92,84680.23,84538.92,84592.55,-0.003027,-0.00267,-0.003366,-0.003158,58.85,1.43,41.15
1.724E+12,84350.76,84702.99,84276.15,84538.92,-0.002958,-0.002857,-0.003234,-0.003027,58.9,1.43,41.1
1.724E+12,84328.66,84361.23,84222.33,84350.76,-0.001904,-0.001904,-0.003073,-0.002958,58.9,1.43,41.1
1.72401E+12,84215.83,84389.05,84170.37,84328.66,-0.002326,-0.001806,-0.002326,-0.001904,59,1.44,41
1.72401E+12,84100.86,84271.69,84084.79,84215.83,-0.002425,-0.002326,-0.002797,-0.002326,59,1.44,41
1.72401E+12,84058.11,84161.8,84037.25,84100.86,-0.002624,-0.002345,-0.002893,-0.002425,59.38,1.46,40.62
1.72402E+12,84246.88,84307.18,84058.11,84058.11,-0.002533,-0.002504,-0.002822,-0.002624,59.38,1.46,40.62
1.72402E+12,82690.11,84294.44,82609.08,84246.88,-0.003616,-0.002418,-0.003616,-0.002533,59.51,1.47,40.49
1.72403E+12,82738.47,82882.97,82257.52,82690.11,-0.006064,-0.003616,-0.006064,-0.003616,60.26,1.52,39.74
1.72403E+12,83165.7,83165.7,82738.47,82738.47,-0.008538,-0.006064,-0.008538,-0.006064,62.41,1.66,37.59
1.72403E+12,83430.06,83430.06,83165.7,83165.7,-0.010509,-0.008538,-0.010637,-0.008538,63.57,1.75,36.43
1.72404E+12,83818.89,83824.68,83374.06,83430.06,-0.011204,-0.010409,-0.011204,-0.010509,63.57,1.75,36.43
1.72404E+12,83815.79,83956.87,83815.79,83818.89,-0.011071,-0.011071,-0.011656,-0.011204,64.6,1.83,35.4
1.72404E+12,83989.29,84067.43,83805.85,83815.79,-0.009762,-0.009666,-0.011071,-0.011071,64.6,1.83,35.4
1.72405E+12,83948.24,84049.32,83936.42,83989.29,-0.007838,-0.007807,-0.009762,-0.009762,64.62,1.83,35.38
1.72405E+12,83824.81,83948.24,83764.23,83948.24,-0.006745,-0.006745,-0.007838,-0.007838,64.62,1.83,35.38
1.72405E+12,83746.51,83887.8,83668.92,83824.81,-0.005498,-0.005498,-0.00675,-0.006745,65.24,1.88,34.76
1.72406E+12,84564.79,84688.4,83690.83,83746.51,-0.004588,-0.004255,-0.005498,-0.005498,65.24,1.88,34.76
1.72406E+12,84709.1,84709.1,84241.79,84564.79,-0.00336,-0.00336,-0.004594,-0.004588,65.38,1.89,34.62
1.72407E+12,84483.41,84777.35,84470.63,84709.1,-0.003012,-0.003012,-0.00343,-0.00336,65.38,1.89,34.62
1.72407E+12,84493.09,84531.73,84222.69,84483.41,-0.003554,-0.002968,-0.003554,-0.003012,66.87,2.02,33.13
1.72407E+12,82184.44,84518.62,81989.79,84493.09,-0.00322,-0.003151,-0.003627,-0.003554,66.87,2.02,33.13
1.72408E+12,82277.98,82534.91,82146.39,82184.44,-0.001588,-0.001588,-0.003231,-0.00322,66.53,1.99,33.47
1.72408E+12,82038.25,82277.98,81965.53,82277.98,-0.001917,-0.001502,-0.001917,-0.001588,66.53,1.99,33.47
1.72408E+12,82027.68,82113.09,81848.17,82038.25,-0.002538,-0.001917,-0.002573,-0.001917,66.09,1.95,33.91
1.72409E+12,81139.48,82096.65,80946.72,82027.68,-0.002942,-0.002538,-0.002942,-0.002538,66.09,1.95,33.91
1.72409E+12,80707.23,81206.89,80609.22,81139.48,-0.002438,-0.002418,-0.003124,-0.002942,65.4,1.89,34.6
1.72409E+12,80610.97,80731.12,80520.3,80707.23,-0.002472,-0.00238,-0.002721,-0.002438,65.4,1.89,34.6
1.7241E+12,80284.05,80610.97,80229.5,80610.97,-0.001944,-0.00178,-0.002503,-0.002472,65.13,1.87,34.87
1.7241E+12,80019.68,80284.05,80006.35,80284.05,-0.001743,-0.001404,-0.002081,-0.001944,65.13,1.87,34.87
1.7241E+12,80103.83,80114.68,80019.68,80019.68,-0.002282,-0.001642,-0.00248,-0.001743,64.76,1.84,35.24
1.72411E+12,79747.84,80153.81,79509.61,80103.83,-0.00257,-0.002197,-0.002722,-0.002282,64.76,1.84,35.24
1.72411E+12,81137.65,81137.65,79685.48,79747.84,-0.002136,-0.002055,-0.003614,-0.00257,64.42,1.81,35.58
1.72412E+12,82336.85,82353.57,81137.65,81137.65,-0.001215,-0.001215,-0.002136,-0.002136,64.42,1.81,35.58
1.72412E+12,82550.33,82569.6,82291.56,82336.85,-0.000408,-0.000408,-0.001298,-0.001215,59.36,1.46,40.64
1.72412E+12,83016.63,83016.63,82550.33,82550.33,0.000129,0.000129,-0.000411,-0.000408,59.36,1.46,40.64
1.72413E+12,84415.11,84415.11,82988.87,83016.63,0.00015,0.000267,-0.000022,0.000129,58.11,1.39,41.89
1.72413E+12,85017.73,85097,84406.1,84415.11,0.000848,0.000848,0.000124,0.00015,58.11,1.39,41.89
1.72413E+12,85304.07,85365.2,84951.52,85017.73,0.001639,0.001676,0.000821,0.000848,55.86,1.27,44.14
1.72414E+12,85438.97,85452.63,85184.16,85304.07,0.001323,0.00167,0.001247,0.001639,55.86,1.27,44.14
1.72414E+12,85373.32,85456.44,85201.95,85438.97,0.001025,0.001368,0.000881,0.001323,54.31,1.19,45.69
1.72414E+12,85289.24,85420.5,85245.72,85373.32,0.000329,0.001124,0.000265,0.001025,54.31,1.19,45.69
1.72415E+12,85317.14,85363.43,85277,85289.24,0.00016,0.000927,0.000016,0.000329,54.03,1.18,45.97
1.72415E+12,84993.38,85412.63,84962.99,85317.14,0.000919,0.000958,0.00015,0.00016,54.03,1.18,45.97
1.72416E+12,85215.3,85341.01,84966.58,84993.38,0.000544,0.001197,0.000535,0.000919,53.96,1.17,46.04
1.72416E+12,85106.82,85267.63,84941.5,85215.3,0.001752,0.001752,0.00046,0.000544,53.96,1.17,46.04
1.72416E+12,86454.09,86776.37,84501.23,85106.82,0.002277,0.002285,0.000674,0.001752,55.48,1.25,44.52
1.72417E+12,84267.84,86454.09,84267.84,86454.09,0.001458,0.002363,0.001458,0.002277,55.48,1.25,44.52
1.72417E+12,84246.62,84454.67,84103.1,84267.84,-0.001739,0.001458,-0.001739,0.001458,64.54,1.82,35.46
1.72417E+12,84006.59,84368.3,84006.59,84246.62,-0.003199,-0.001739,-0.003199,-0.001739,64.54,1.82,35.46
1.72418E+12,83165.68,84040.37,83165.68,84006.59,-0.005835,-0.003199,-0.005835,-0.003199,67.09,2.04,32.91
1.72418E+12,83219.5,83427.66,83156.14,83165.68,-0.006538,-0.005835,-0.006538,-0.005835,67.09,2.04,32.91
1.72418E+12,82930.46,83226.13,82930.46,83219.5,-0.007094,-0.006363,-0.007222,-0.006538,67.06,2.04,32.94
1.72419E+12,82202.34,82930.46,82199.42,82930.46,-0.007156,-0.006746,-0.00729,-0.007094,67.06,2.04,32.94
1.72419E+12,82606.58,82609.94,82202.34,82202.34,-0.007297,-0.007126,-0.007377,-0.007156,66.56,1.99,33.44
1.72419E+12,82713.25,82713.25,82499.68,82606.58,-0.006784,-0.006781,-0.007478,-0.007297,66.56,1.99,33.44
1.7242E+12,82788.8,82840.33,82626.49,82713.25,-0.00601,-0.00583,-0.006784,-0.006784,65.82,1.93,34.18
1.7242E+12,82862.26,82986.95,82788.8,82788.8,-0.005522,-0.005473,-0.006022,-0.00601,65.97,1.94,34.03
1.72421E+12,82979.83,83023.31,82862.26,82862.26,-0.006057,-0.005455,-0.006073,-0.005522,65.97,1.94,34.03
1.72421E+12,82797.63,82979.83,82797.63,82979.83,-0.005471,-0.005471,-0.006098,-0.006057,65.77,1.92,34.23
1.72421E+12,82865.56,82865.56,82775.31,82797.63,-0.004683,-0.004683,-0.005506,-0.005471,65.39,1.89,34.61
1.72422E+12,82987.01,83010.17,82865.56,82865.56,-0.003042,-0.003042,-0.004703,-0.004683,65.39,1.89,34.61
1.72422E+12,83046.82,83154.18,82968.9,82987.01,-0.001262,-0.001262,-0.003042,-0.003042,65.4,1.89,34.6
1.72422E+12,83417.1,83421.92,83046.82,83046.82,-0.000603,-0.000603,-0.001262,-0.001262,65.4,1.89,34.6
1.72423E+12,83447.48,83457.06,83225.58,83417.1,-0.000707,-0.000431,-0.001195,-0.000603,65.54,1.9,34.46
1.72423E+12,83409.42,83548.7,83348.88,83447.48,-0.000745,-0.000676,-0.000961,-0.000707,65.54,1.9,34.46
1.72423E+12,83204.9,83486.6,83204.9,83409.42,-0.000649,-0.000649,-0.001049,-0.000745,64.74,1.84,35.26
1.72424E+12,83407.59,83412.14,83179.13,83204.9,-0.000887,-0.000649,-0.00139,-0.000649,64.74,1.84,35.26
1.72424E+12,83272.63,83662.82,83081.29,83407.59,0.000281,0.000281,-0.000887,-0.000887,64.46,1.81,35.54
1.72425E+12,82700.64,83508.08,82634.8,83272.63,0.001587,0.001587,0.000281,0.000281,64.46,1.81,35.54
1.72425E+12,82681.56,83050.3,82392.97,82700.64,0.000916,0.00165,0.00087,0.001587,64.49,1.82,35.51
1.72425E+12,82598.35,82717.91,82265.56,82681.56,0.000396,0.000926,0.000396,0.000916,64.49,1.82,35.51
1.72426E+12,82406.01,82696.57,82403.7,82598.35,-0.000649,0.000396,-0.000649,0.000396,64.28,1.8,35.72
1.72426E+12,82458.8,82481.31,82381.21,82406.01,0.000333,0.000377,-0.000649,-0.000649,63.68,1.75,36.32
1.72426E+12,83031.57,83031.57,82123.11,82458.8,0.000109,0.000612,0.000109,0.000333,62.83,1.69,37.17
1.72427E+12,84978.1,84978.1,83031.57,83031.57,-0.001037,0.000109,-0.001231,0.000109,59.96,1.5,40.04
1.72427E+12,84881.3,85329.09,84820.68,84978.1,-0.001156,-0.000882,-0.001787,-0.001037,56.7,1.31,43.3
1.72427E+12,84940.51,85050.31,84809.68,84881.3,-0.001394,-0.000521,-0.001394,-0.001156,54.54,1.2,45.46
1.72428E+12,85473.71,85478.68,84940.51,84940.51,-0.00218,-0.001305,-0.002194,-0.001394,54.09,1.18,45.91
1.72428E+12,85606.2,85606.2,85265.17,85473.71,-0.002217,-0.002159,-0.002706,-0.00218,53.52,1.15,46.48
1.72428E+12,85935.19,85950.85,85582.85,85606.2,-0.00262,-0.002216,-0.002798,-0.002217,53.52,1.15,46.48
1.72429E+12,85500.44,85935.19,85500.44,85935.19,-0.000681,-0.000681,-0.00262,-0.00262,52.18,1.09,47.82
1.72429E+12,83400.51,85539.1,83271.57,85500.44,-0.000041,0.000221,-0.000681,-0.000681,52.18,1.09,47.82
1.7243E+12,83186.27,83447.47,83143.86,83400.51,0.00035,0.000373,-0.000172,-0.000041,55.02,1.22,44.98
1.7243E+12,83230.12,83370.13,83146.4,83186.27,-0.000788,0.00035,-0.000808,0.00035,56.19,1.28,43.81
1.7243E+12,83510.22,83521.49,83230.12,83230.12,-0.000604,-0.000604,-0.00127,-0.000788,56.19,1.28,43.81
1.72431E+12,83677.03,83679.38,83410.85,83510.22,0.001041,0.001041,-0.000604,-0.000604,55.55,1.25,44.45
